concept	facet	property	facet_property	cluster_label
floor exercise	requirements	coordination	requirements: coordination	131
synchronized swimming	mental demands	teamwork	mental demands: teamwork	131
mixed team	leadership	open communication	leadership: open communication	131
women's team	goals	teamwork	goals: teamwork	131
team event	objective	teamwork	objective: teamwork	131
synchronized springboard	requirements	teamwork	requirements: teamwork	131
hockey	gameplay	teamwork	gameplay: teamwork	131
team event	involves	teamwork	involves: teamwork	131
women's team	goal	to improve teamwork	goal: to improve teamwork	131
women's team	goal	teamwork	goal: teamwork	131
synchronized swimming	demonstrates	teamwork	demonstrates: teamwork	131
rhythmic gymnastics	requirement	coordination	requirement: coordination	131
athletics	importance	teamwork	importance: teamwork	131
diving	depth	extreme	depth: extreme	132
diving	depth	deep	depth: deep	132
diving	depth	shallow	depth: shallow	132
diving	depth	recreational	depth: recreational	132
diving	depth	reef	depth: reef	132
hurdles	features	bar-like structure	features: bar-like structure	133
parallel bars	structure	two horizontal bars	structure: two horizontal bars	133
uneven bars	features	bars of different heights	features: bars of different heights	133
uneven bars	description	horizontal bars of different heights	description: horizontal bars of different heights	133
uneven bars	structure	two horizontal bars	structure: two horizontal bars	133
platform	feature	railing	feature: railing	133
parallel bars	features	two parallel bars	features: two parallel bars	133
parallel bars	description	horizontal bars	description: horizontal bars	133
parallel bars	features	two horizontal bars	features: two horizontal bars	133
uneven bars	structure	bars of different lengths	structure: bars of different lengths	133
keelboat	design	with a flat bottom	design: with a flat bottom	134
skiff	features	flat bottom	features: flat bottom	134
skiff	design	flat bottom	design: flat bottom	134
keelboat	design	flat bottom	design: flat bottom	134
skiff	type	flat-bottomed	type: flat-bottomed	134
horizontal bar	usage	in design	usage: in design	135
backstroke	technique	streamlined	technique: streamlined	135
synchronized platform	design	simple	design: simple	135
pommel horse	appearance	traditional	appearance: traditional	135
skiff	design	traditional	design: traditional	135
keelboat	design	traditional	design: traditional	135
breaststroke	technique	streamlined	technique: streamlined	135
skiff	features	simple design	features: simple design	135
synchronized platform	design	complex	design: complex	135
uneven bars	purpose	to show flexibility	purpose: to show flexibility	135
keelboat	design	custom	design: custom	135
skiff	design	custom	design: custom	135
fencing	style	simple	style: simple	135
balance beam	characteristics	adjustable	characteristics: adjustable	136
springboard	design	adjustable	design: adjustable	136
parallel bars	type	fixed	type: fixed	136
cycling road	design	two-way	design: two-way	136
cycling road	design	one-way	design: one-way	136
springboard	characteristics	adjustable	characteristics: adjustable	136
hurdles	characteristics	adjustable	characteristics: adjustable	136
parallel bars	features	adjustable distance	features: adjustable distance	136
synchronized platform	functionality	adjustable	functionality: adjustable	136
trampoline	features	adjustable	features: adjustable	136
horizontal bar	characteristics	adjustable	characteristics: adjustable	136
springboard	features	adjustable	features: adjustable	136
pommel horse	characteristics	adjustable	characteristics: adjustable	136
olympic sport	equipment	arrow	equipment: arrow	137
archery	equipment	bow	equipment: bow	137
archery	equipment	quiver	equipment: quiver	137
olympic sport	equipment	bow	equipment: bow	137
archery	equipment	arrow	equipment: arrow	137
archery	types	longbow	types: longbow	137
skiff	design	sharp bow	design: sharp bow	137
skiff	features	sharp bow	features: sharp bow	137
skiff	design	pointed bow	design: pointed bow	137
individual	developmental	has adolescence	developmental: has adolescence	138
mixed team	composition	various ages	composition: various ages	138
cycling	participant	child	participant: child	138
butterfly	life cycle	adult	life cycle: adult	138
medal winners	athlete characteristics	young	athlete characteristics: young	138
skating	participant	child	participant: child	138
individual	developmental	has childhood	developmental: has childhood	138
individual	developmental	has adulthood	developmental: has adulthood	138
mixed team	composition	different ages	composition: different ages	138
air rifle	type	non-powdered	type: non-powdered	139
butterfly	diet	sugary drinks	diet: sugary drinks	139
butterfly	diet	sugar	diet: sugar	139
super g	nutrition	low in sugar	nutrition: low in sugar	139
butterfly	diet	juice	diet: juice	139
butterfly	diet	sugary liquids	diet: sugary liquids	139
butterfly	diet	nectar	diet: nectar	139
butterfly	diet	sweet liquids	diet: sweet liquids	139
super g	contents	sugar	contents: sugar	139
air pistol	type	non-powdered	type: non-powdered	139
butterfly	diet	sweets	diet: sweets	139
super g	used for	snack	used for: snack	139
breaststroke	difficulty	moderate	difficulty: moderate	140
water polo	level of difficulty	requires endurance	level of difficulty: requires endurance	140
high jump	importance	requiring technique and strength	importance: requiring technique and strength	140
ski jumping	difficulty level	physical demanding	difficulty level: physical demanding	140
backstroke	difficulty level	challenging	difficulty level: challenging	140
synchronized springboard	difficulty	technical	difficulty: technical	140
moguls	difficulty	technical	difficulty: technical	140
skiing	difficulty	easy	difficulty: easy	140
mixed team	challenges	different work styles	challenges: different work styles	140
downhill	experience	challenging	experience: challenging	140
sailing	level of difficulty	challenging	level of difficulty: challenging	140
pursuit	challenges	difficulties	challenges: difficulties	140
floor exercise	difficulty	low	difficulty: low	140
downhill	difficulty	scary	difficulty: scary	140
downhill	difficulty	exciting	difficulty: exciting	140
water polo	level of difficulty	requires teamwork	level of difficulty: requires teamwork	140
uneven bars	characteristics	challenging	characteristics: challenging	140
moguls	characteristics	challenging	characteristics: challenging	140
pursuit	characteristics	challenging	characteristics: challenging	140
alpine skiing	difficulty level	physical demanding	difficulty level: physical demanding	140
floor exercise	difficulty	high	difficulty: high	140
super g	difficulty	high	difficulty: high	140
synchronized springboard	difficulty	high	difficulty: high	140
moguls	difficulty	challenging	difficulty: challenging	140
breaststroke	difficulty	challenging	difficulty: challenging	140
downhill	difficulty	challenging	difficulty: challenging	140
skiing	difficulty	challenging	difficulty: challenging	140
synchronized springboard	difficulty level	requires coordination	difficulty level: requires coordination	140
breaststroke	difficulty level	challenging	difficulty level: challenging	140
giant slalom	difficulty level	challenging	difficulty level: challenging	140
uneven bars	difficulty level	challenging	difficulty level: challenging	140
synchronized springboard	difficulty level	high	difficulty level: high	141
diving	level of difficulty	beginner	level of difficulty: beginner	141
skiing	level of difficulty	beginner	level of difficulty: beginner	141
snowboard	used by	beginner	used by: beginner	141
breaststroke	difficulty level	beginner-friendly	difficulty level: beginner-friendly	141
windsurfer	level of difficulty	advanced	level of difficulty: advanced	141
uneven bars	difficulty level	beginner	difficulty level: beginner	141
floor exercise	difficulty level	beginner	difficulty level: beginner	141
backstroke	difficulty level	beginner	difficulty level: beginner	141
breaststroke	difficulty level	beginner	difficulty level: beginner	141
super g	difficulty level	high	difficulty level: high	141
windsurfer	level of difficulty	beginner	level of difficulty: beginner	141
skeet	difficulty level	high	difficulty level: high	141
ski jumping	difficulty level	high	difficulty level: high	141
uneven bars	difficulty level	high	difficulty level: high	141
giant slalom	difficulty level	high	difficulty level: high	141
synchronized springboard	difficulty level	requires precision	difficulty level: requires precision	141
parallel bars	difficulty level	expert	difficulty level: expert	141
super g	difficulty level	expert	difficulty level: expert	141
sailing	level of difficulty	expert	level of difficulty: expert	141
skiing	level of difficulty	expert	level of difficulty: expert	141
skiing	difficulty	expert	difficulty: expert	141
windsurfer	level of difficulty	intermediate	level of difficulty: intermediate	141
floor exercise	difficulty level	hard	difficulty level: hard	141
sailing	level of difficulty	easy	level of difficulty: easy	141
synchronized springboard	difficulty level	highly technical	difficulty level: highly technical	141
diving	level of difficulty	hard	level of difficulty: hard	141
uneven bars	level of difficulty	hard	level of difficulty: hard	141
alpine skiing	level of difficulty	medium	level of difficulty: medium	141
alpine skiing	difficulty level	high	difficulty level: high	141
mixed team	challenges	different playing styles	challenges: different playing styles	141
diving	level of difficulty	easy	level of difficulty: easy	141
diving	level of difficulty	intermediate	level of difficulty: intermediate	141
water polo	level of difficulty	requires skill	level of difficulty: requires skill	141
weightlifting	level of difficulty	intermediate	level of difficulty: intermediate	141
breaststroke	level of difficulty	intermediate	level of difficulty: intermediate	141
uneven bars	level of difficulty	easy	level of difficulty: easy	141
alpine skiing	level of difficulty	easy	level of difficulty: easy	141
skeet	difficulty level	technical	difficulty level: technical	141
weightlifting	level of difficulty	beginner	level of difficulty: beginner	141
floor exercise	difficulty level	easy	difficulty level: easy	141
moguls	difficulty level	hard	difficulty level: hard	141
hurdles	difficulty level	hard	difficulty level: hard	141
skiing	level of difficulty	intermediate	level of difficulty: intermediate	141
moguls	difficulty level	medium	difficulty level: medium	141
parallel bars	difficulty level	beginner	difficulty level: beginner	141
backstroke	technique difficulty	advanced	technique difficulty: advanced	141
uneven bars	difficulty level	low	difficulty level: low	141
breaststroke	difficulty level	medium	difficulty level: medium	141
uneven bars	difficulty level	medium	difficulty level: medium	141
floor exercise	difficulty level	medium	difficulty level: medium	141
backstroke	difficulty level	medium	difficulty level: medium	141
hurdles	difficulty level	medium	difficulty level: medium	141
uneven bars	difficulty level	intermediate	difficulty level: intermediate	141
breaststroke	level of difficulty	medium	level of difficulty: medium	141
uneven bars	level of difficulty	medium	level of difficulty: medium	141
diving	level of difficulty	medium	level of difficulty: medium	141
weightlifting	level	beginner	level: beginner	141
backstroke	technique difficulty	intermediate	technique difficulty: intermediate	141
equestrian	level	beginner	level: beginner	141
cycling	level	beginner	level: beginner	141
air pistol	popular among	beginners	popular among: beginners	141
super g	difficulty level	technical	difficulty level: technical	141
uneven bars	difficulty level	technical	difficulty level: technical	141
moguls	difficulty level	advanced	difficulty level: advanced	141
parallel bars	difficulty level	advanced	difficulty level: advanced	141
backstroke	difficulty level	advanced	difficulty level: advanced	141
floor exercise	difficulty level	advanced	difficulty level: advanced	141
uneven bars	difficulty level	advanced	difficulty level: advanced	141
alpine skiing	level of difficulty	hard	level of difficulty: hard	141
mixed team	challenges	different skill levels	challenges: different skill levels	141
skating	level	beginner	level: beginner	141
synchronized springboard	difficulty level	technical	difficulty level: technical	141
moguls	difficulty level	expert	difficulty level: expert	141
parallel bars	difficulty level	intermediate	difficulty level: intermediate	141
floor exercise	difficulty level	intermediate	difficulty level: intermediate	141
moguls	difficulty level	intermediate	difficulty level: intermediate	141
backstroke	difficulty level	intermediate	difficulty level: intermediate	141
breaststroke	difficulty level	intermediate	difficulty level: intermediate	141
moguls	difficulty level	easy	difficulty level: easy	141
hurdles	difficulty level	easy	difficulty level: easy	141
diving	level of difficulty	advanced	level of difficulty: advanced	141
weightlifting	level of difficulty	advanced	level of difficulty: advanced	141
skiing	level of difficulty	advanced	level of difficulty: advanced	141
breaststroke	difficulty level	moderate	difficulty level: moderate	141
diving	technique	descending	technique: descending	142
downhill	activity	descending	activity: descending	142
downhill	related to	descending	related to: descending	142
downhill	direction	down	direction: down	142
downhill	orientation	away from higher elevation	orientation: away from higher elevation	142
downhill	direction	slope	direction: slope	142
downhill	direction	downward	direction: downward	142
downhill	direction	descending	direction: descending	142
downhill	orientation	towards lower elevation	orientation: towards lower elevation	142
diving	techniques	ascending	techniques: ascending	142
diving	techniques	descending	techniques: descending	142
equestrian	discipline	cross-country	discipline: cross-country	143
skiing	types	cross-country	types: cross-country	143
athletics	categories	cross-country	categories: cross-country	143
skiing	technique	cross-country	technique: cross-country	143
athletics	type	cross-country	type: cross-country	143
skiing	type	cross-country	type: cross-country	143
downhill	type	cross-country	type: cross-country	143
mass start	type	biathlon	type: biathlon	143
alpine skiing	type	mountain sport	type: mountain sport	143
equestrian	discipline	cross country	discipline: cross country	143
skiing	techniques	cross-country	techniques: cross-country	143
all-round	field	arts	field: arts	144
all-round	types	artistic	types: artistic	144
individual	abilities	artistic	abilities: artistic	144
gymnast	discipline	artistic	discipline: artistic	144
taekwondo	discipline	physical	discipline: physical	144
figure skating	disciplines	artistic	disciplines: artistic	144
biathlon	disciplines	individual	disciplines: individual	144
taekwondo	practiced at	studio	practiced at: studio	144
artistic gymnastics	focus	aesthetics	focus: aesthetics	144
judo	focus	spiritual	focus: spiritual	145
taekwondo	discipline	spiritual	discipline: spiritual	145
individual	biological characteristics	religion	biological characteristics: religion	145
taekwondo	philosophy	spiritual growth	philosophy: spiritual growth	145
judo	philosophy	seiyaku	philosophy: seiyaku	145
modern pentathlon	disciplines	running	disciplines: running	146
speed skating	disciplines	long track	disciplines: long track	146
long jump	sport	athletics	sport: athletics	146
marathon	type	long-distance running	type: long-distance running	146
downhill	sports	running	sports: running	146
javelin throw	sport	athletics	sport: athletics	146
athletics	disciplines	sprinting	disciplines: sprinting	146
pole vault	sport	athletics	sport: athletics	146
decathlon	sport	athletics	sport: athletics	146
athletics	categories	marathon running	categories: marathon running	146
track and field	sport	athletics	sport: athletics	146
hurdles	sport	athletics	sport: athletics	146
medal winners	sport	athletics	sport: athletics	146
gymnast	sport	athletics	sport: athletics	146
high jump	sport	athletics	sport: athletics	146
hammer throw	sport	athletics	sport: athletics	146
track and field	athletic disciplines	track running	athletic disciplines: track running	146
biathlon	disciplines	sprint	disciplines: sprint	146
speed skating	disciplines	marathon	disciplines: marathon	146
athletics	categories	road running	categories: road running	146
speed skating	disciplines	sprint	disciplines: sprint	146
athletics	disciplines	distance running	disciplines: distance running	146
speed skating	olympic discipline	long track	olympic discipline: long track	146
nordic combined	disciplines	ski jumping	disciplines: ski jumping	147
alpine combined	skiing disciplines	super-g	skiing disciplines: super-g	147
alpine combined	disciplines	downhill skiing	disciplines: downhill skiing	147
freestyle skiing	disciplines	moguls	disciplines: moguls	147
giant slalom	skiing discipline	winter sport	skiing discipline: winter sport	147
giant slalom	type	skiing discipline	type: skiing discipline	147
alpine combined	type	skiing discipline	type: skiing discipline	147
giant slalom	skiing discipline	alpine skiing	skiing discipline: alpine skiing	147
alpine skiing	disciplines	giant slalom	disciplines: giant slalom	147
alpine combined	disciplines	slalom skiing	disciplines: slalom skiing	147
alpine combined	disciplines	super-g skiing	disciplines: super-g skiing	147
downhill	sports	snowboarding	sports: snowboarding	147
winter games	sports	snowboarding	sports: snowboarding	147
super g	category	alpine skiing	category: alpine skiing	147
alpine combined	skiing disciplines	giant slalom	skiing disciplines: giant slalom	147
alpine combined	skiing disciplines	downhill	skiing disciplines: downhill	147
super g	category	skiing discipline	category: skiing discipline	147
freestyle skiing	disciplines	aerial skiing	disciplines: aerial skiing	147
alpine skiing	disciplines	downhill	disciplines: downhill	147
alpine combined	sport	downhill skiing	sport: downhill skiing	147
alpine combined	winter sport	downhill skiing	winter sport: downhill skiing	147
giant slalom	skiing discipline	downhill skiing	skiing discipline: downhill skiing	147
freestyle skiing	disciplines	mogul skiing	disciplines: mogul skiing	147
alpine combined	sport	freestyle skiing	sport: freestyle skiing	147
freestyle skiing	disciplines	halfpipe	disciplines: halfpipe	147
alpine combined	sport	skiing	sport: skiing	147
alpine combined	skiing disciplines	slalom	skiing disciplines: slalom	147
winter games	sports	alpine skiing	sports: alpine skiing	147
alpine combined	discipline	super-g	discipline: super-g	148
alpine combined	events	super-g	events: super-g	148
alpine combined	course	super-g	course: super-g	148
alpine skiing	disciplines	super-g	disciplines: super-g	148
alpine combined	event components	super-g	event components: super-g	148
equestrian	discipline	eventing	discipline: eventing	148
alpine skiing	events	super-g	events: super-g	148
long jump	distance	measured	distance: measured	149
triathlon	distance	varies	distance: varies	149
hurdles	distance	varies	distance: varies	149
javelin throw	distance	measured in meters	distance: measured in meters	149
long jump	distance	measured in meters	distance: measured in meters	149
high jump	record	measured in meters	record: measured in meters	149
long jump	record	measured in meters	record: measured in meters	149
pole vault	distance	high	distance: high	149
triple jump	distance	measured in meters	distance: measured in meters	149
race	distance	endurance	distance: endurance	149
cycling	distance	endurance	distance: endurance	149
long jump	distance	farthest distance	distance: farthest distance	149
triathlon	distance	medium	distance: medium	149
pole vault	distance	bar	distance: bar	149
hurdles	distance between	measured in meters	distance between: measured in meters	149
high jump	distance	measured in height	distance: measured in height	149
hurdles	distance between	varies	distance between: varies	149
high jump	distance	height	distance: height	149
pole vault	distance	height	distance: height	149
triple jump	record	measured in meters	record: measured in meters	149
high jump	measuring unit	centimeters	measuring unit: centimeters	149
all round	measuring unit	radians	measuring unit: radians	149
all round	measuring unit	degrees	measuring unit: degrees	149
hurdles	size	distance	size: distance	149
mass start	distance	variable length	distance: variable length	149
long jump	distance	recorded in feet	distance: recorded in feet	149
triple jump	distance	longer than the high jump	distance: longer than the high jump	150
ski jumping	distance	jump height	distance: jump height	150
ski jumping	distance	longest jump	distance: longest jump	150
long jump	distance	longest jump	distance: longest jump	150
pole vault	distance	record-breaking	distance: record-breaking	150
long jump	distance	record-breaking	distance: record-breaking	150
triple jump	distance	longer than long jump	distance: longer than long jump	150
triple jump	distance	shorter than pentathlon	distance: shorter than pentathlon	150
triathlon	distance	sprint distance	distance: sprint distance	150
triple jump	distance	farther than long jump	distance: farther than long jump	150
triple jump	distance	farther than the long jump	distance: farther than the long jump	150
long jump	distance	furthest jump	distance: furthest jump	150
triple jump	distance	shorter than high jump	distance: shorter than high jump	150
javelin throw	distance	far throw	distance: far throw	150
pole vault	record	longest jump	record: longest jump	150
high jump	rules	three attempts per height	rules: three attempts per height	150
long jump	distance	farthest jump	distance: farthest jump	150
triple jump	distance	shorter than the high jump	distance: shorter than the high jump	150
triple jump	distance	shorter than the long jump	distance: shorter than the long jump	150
high jump	distance	record	distance: record	150
walk	distance	long	distance: long	151
speed skating	distance	long	distance: long	151
cycling track	length	mile	length: mile	151
long jump	distance	long	distance: long	151
cycling track	length	kilometer	length: kilometer	151
ski jumping	distance	short	distance: short	151
air pistol	range	medium	range: medium	151
air rifle	range	medium	range: medium	151
cycling track	length	typically 1-4 km	length: typically 1-4 km	151
triathlon	distance	miles	distance: miles	151
cycling	distance	long	distance: long	151
pole vault	distance	long	distance: long	151
hurdles	distance	short	distance: short	151
race	distance	short	distance: short	151
walk	distance	short	distance: short	151
mass start	distance	short	distance: short	151
cycling	distance	short	distance: short	151
track and field	distance	short	distance: short	151
long jump	distance	far	distance: far	151
triple jump	distance	far	distance: far	151
hammer throw	distance	far	distance: far	151
race	distance	long	distance: long	151
triathlon	distance	short	distance: short	151
speed skating	distance	short	distance: short	151
triple jump	distance	long	distance: long	151
mass start	format	same distance	format: same distance	151
ski jumping	distance	longest	distance: longest	151
breaststroke	distance	long distances	distance: long distances	151
track and field	distance	long	distance: long	151
hurdles	distance	long	distance: long	151
triathlon	distance	short distance	distance: short distance	151
marathon	distance	long distance	distance: long distance	151
triathlon	distance	long distance	distance: long distance	151
javelin throw	distance	long distance	distance: long distance	151
mass start	distance	long	distance: long	151
hammer throw	distance	long	distance: long	151
triathlon	distance	long	distance: long	151
ski jumping	distance	long	distance: long	151
walk	distance	route	distance: route	151
triathlon	distance	kilometers	distance: kilometers	151
race	distance	shortest	distance: shortest	151
race	distance	endless	distance: endless	151
javelin throw	distance	typically 60-90 meters	distance: typically 60-90 meters	152
hammer throw	distance	typically 60-80 meters	distance: typically 60-80 meters	152
mass start	distance	500 meters	distance: 500 meters	152
hammer throw	distance	multiple meters	distance: multiple meters	152
triple jump	distance	typically 15-17 meters	distance: typically 15-17 meters	152
javelin throw	distance	up to 80 meters	distance: up to 80 meters	152
hammer throw	distance	up to 80 meters	distance: up to 80 meters	152
javelin throw	distance	50-80 meters	distance: 50-80 meters	152
triple jump	distance	typically 15-20 meters	distance: typically 15-20 meters	152
javelin throw	distance	up to 90 meters	distance: up to 90 meters	152
high jump	distance	typically over 2 meters	distance: typically over 2 meters	152
hammer throw	distance	typically 7.26 meters	distance: typically 7.26 meters	152
biathlon	distance	50 m	distance: 50 m	152
triple jump	distance	typically 45-55 meters	distance: typically 45-55 meters	152
giant slalom	distance	typically 1,000-1,800 meters	distance: typically 1,000-1,800 meters	152
hammer throw	distance	typically 70-80 meters	distance: typically 70-80 meters	152
giant slalom	distance	typically 1-2 kilometers	distance: typically 1-2 kilometers	152
triple jump	distance	15 meters	distance: 15 meters	152
hammer throw	distance	typically 100-150 meters	distance: typically 100-150 meters	152
hurdles	features	fixed distance	features: fixed distance	152
javelin throw	distance	60-90 meters	distance: 60-90 meters	152
mass start	distance	1500 meters	distance: 1500 meters	153
marathon	length	26.2 miles	length: 26.2 miles	153
mass start	distance	10000 meters	distance: 10000 meters	153
marathon	length	42.2 kilometers	length: 42.2 kilometers	153
marathon	distance	42 kilometers	distance: 42 kilometers	153
mass start	distance	5000 meters	distance: 5000 meters	153
biathlon	distance	5-20 km	distance: 5-20 km	153
mass start	distance	30km	distance: 30km	153
marathon	distance	26.2 miles	distance: 26.2 miles	153
mass start	distance	1000 meters	distance: 1000 meters	153
mass start	distance	10km	distance: 10km	153
biathlon	distance	10-15 km	distance: 10-15 km	153
decathlon	definition	comprising of 100m dash	definition: comprising of 100m dash	153
mass start	distance	15km	distance: 15km	153
mass start	distance	typically 10km	distance: typically 10km	153
marathon	distance	42.2 kilometers	distance: 42.2 kilometers	153
marathon	distance	42.195 kilometers	distance: 42.195 kilometers	153
mass start	distance	5-25 kilometers	distance: 5-25 kilometers	153
summer games	duration	weeks	duration: weeks	154
gymnastics team competition	duration	days	duration: days	154
summer games	duration	few days	duration: few days	154
summer games	duration	usually 16 days	duration: usually 16 days	154
marathon	duration	full day	duration: full day	154
event	duration	single day	duration: single day	154
summer games	duration	several days	duration: several days	154
gymnastics team competition	duration	multiple days	duration: multiple days	154
gymnastics team competition	duration	1 day	duration: 1 day	154
modern pentathlon	duration	1 day	duration: 1 day	154
gymnastics team competition	duration	2 days	duration: 2 days	154
summer games	duration	typically 16 days	duration: typically 16 days	154
decathlon	duration	two days	duration: two days	154
walk	duration	day	duration: day	154
event	duration	one day	duration: one day	154
gymnastics team competition	duration	one day	duration: one day	154
event	duration	multiple days	duration: multiple days	154
team event	duration	one-day	duration: one-day	154
olympic sport	event duration	short	event duration: short	154
event	duration	multi-day	duration: multi-day	154
race	duration	multi-day	duration: multi-day	154
summer games	duration	28 days	duration: 28 days	154
olympic sport	event duration	long	event duration: long	154
summer games	duration	days	duration: days	154
marathon	duration	days	duration: days	154
triathlon	duration	days	duration: days	154
modern pentathlon	time	1 day	time: 1 day	154
modern pentathlon	duration	day	duration: day	154
decathlon	duration	2 days	duration: 2 days	154
walk	duration	long	duration: long	155
race	duration	long	duration: long	155
gymnastics team competition	duration	long	duration: long	155
summer sport	duration	long	duration: long	155
walk	duration	short	duration: short	155
winter sport	duration	short	duration: short	155
participates in	duration	short	duration: short	155
individual event	duration	short	duration: short	155
winter games	duration	longest duration	duration: longest duration	155
individual event	duration	lasting a few seconds	duration: lasting a few seconds	155
event	duration	short	duration: short	155
summer sport	duration	short	duration: short	155
individual event	duration	long	duration: long	155
volleyball	duration	point	duration: point	155
team event	duration	lasting	duration: lasting	155
volleyball	duration	set	duration: set	155
handball	duration	four quarters	duration: four quarters	155
gymnastics team competition	duration	minutes	duration: minutes	155
participates in	duration	single	duration: single	155
individual event	duration	single	duration: single	155
synchronized springboard	duration	short	duration: short	155
team event	duration	short	duration: short	155
race	duration	short	duration: short	155
walk	duration	casual	duration: casual	155
marathon	duration	long time	duration: long time	155
event	duration	one-time	duration: one-time	155
individual event	duration	brief	duration: brief	155
synchronized springboard	duration	brief	duration: brief	155
participates in	duration	multiple	duration: multiple	155
gymnastics team competition	duration	short	duration: short	155
winter sport	duration	long	duration: long	155
giant slalom	duration	long	duration: long	155
participates in	duration	long	duration: long	155
team event	duration	long	duration: long	155
event	duration	long	duration: long	155
walk	duration	regular	duration: regular	155
individual event	duration	instantaneous	duration: instantaneous	155
individual event	duration	temporary	duration: temporary	155
summer sport	duration	variable	duration: variable	155
participates in	duration	prolonged	duration: prolonged	155
giant slalom	course	long	course: long	155
individual event	duration	limited	duration: limited	155
marathon	duration	up to 6 hours	duration: up to 6 hours	156
triathlon	duration	typically 2-12 hours	duration: typically 2-12 hours	156
synchronized springboard	duration	typically 3 minutes	duration: typically 3 minutes	156
event	format	live	format: live	156
event	duration	all-day	duration: all-day	156
team event	duration	all-day	duration: all-day	156
walk	duration	hourly	duration: hourly	156
gymnastics team competition	duration	hours	duration: hours	156
gymnastics team competition	duration	1-2 hours	duration: 1-2 hours	156
marathon	duration	several hours	duration: several hours	156
handball	duration	60 minutes	duration: 60 minutes	156
marathon	duration	typically 4-6 hours	duration: typically 4-6 hours	156
decathlon	duration	10 hours	duration: 10 hours	156
modern pentathlon	duration	approximately 2 hours	duration: approximately 2 hours	156
walk	duration	hour	duration: hour	156
walk	duration	daily	duration: daily	156
marathon	duration	hours	duration: hours	156
triathlon	duration	hours	duration: hours	156
decathlon	duration	multiple hours	duration: multiple hours	156
participates in	duration	long-term	duration: long-term	157
winter games	duration	2-3 weeks	duration: 2-3 weeks	157
winter games	duration	every 4 years	duration: every 4 years	157
winter games	duration	1 month	duration: 1 month	157
winter games	duration	4 weeks	duration: 4 weeks	157
pursuit	time commitment	casual	time commitment: casual	157
winter games	duration	two weeks	duration: two weeks	157
summer games	duration	two weeks	duration: two weeks	157
participates in	duration	short-term	duration: short-term	157
individual event	duration	long-term	duration: long-term	157
summer games	duration	2 weeks	duration: 2 weeks	157
summer games	duration	typically 2 weeks	duration: typically 2 weeks	157
summer games	duration	four years	duration: four years	157
winter games	duration	2 weeks	duration: 2 weeks	157
individual event	duration	short-term	duration: short-term	157
synchronized platform	features	conflict resolution	features: conflict resolution	158
mixed team	challenges	conflict resolution	challenges: conflict resolution	158
synchronized platform	characteristics	atomic operations	characteristics: atomic operations	158
mixed team	dynamics	conflict resolution	dynamics: conflict resolution	158
figure skating	elements	salchow	elements: salchow	159
figure skating	elements	axel	elements: axel	159
ice dancing	elements	spins	elements: spins	159
individual	emotions	feeling	emotions: feeling	160
individual	human	feeling	human: feeling	160
pursuit	emotions involved	determination	emotions involved: determination	160
individual	emotions	experiencing	emotions: experiencing	160
individual	emotions	expressing	emotions: expressing	160
individual	personality traits	emotional	personality traits: emotional	160
individual	mental	emotions	mental: emotions	160
individual	emotional	emotions	emotional: emotions	160
pursuit	types	passion	types: passion	160
individual	emotional	moods	emotional: moods	160
windsurfer	emotions	fear	emotions: fear	160
individual	emotional	feelings	emotional: feelings	160
individual	emotions	has feelings	emotions: has feelings	160
individual	needs	needs love	needs: needs love	160
pursuit	emotional involvement	passion	emotional involvement: passion	160
pursuit	type	passion	type: passion	160
individual	emotional states	angry	emotional states: angry	161
individual	emotions	can feel angry	emotions: can feel angry	161
individual	emotions	can feel sad	emotions: can feel sad	161
pursuit	type	emotional	type: emotional	161
individual	emotions	can feel sadness	emotions: can feel sadness	161
individual	emotional state	can be sad	emotional state: can be sad	161
individual	emotional state	sad	emotional state: sad	161
individual	emotional state	can be angry	emotional state: can be angry	161
individual	emotional state	fearful	emotional state: fearful	161
individual	emotional states	sad	emotional states: sad	161
individual	emotional state	angry	emotional state: angry	161
individual	emotional states	happy	emotional states: happy	162
windsurfer	emotions	relaxation	emotions: relaxation	162
individual	emotions	can experience joy	emotions: can experience joy	162
pursuit	emotional involvement	fulfillment	emotional involvement: fulfillment	162
individual	emotions	can feel happiness	emotions: can feel happiness	162
individual	emotional state	hopeful	emotional state: hopeful	162
individual	emotional state	happy	emotional state: happy	162
individual	emotions	can feel love	emotions: can feel love	162
individual	emotional state	can be happy	emotional state: can be happy	162
individual	emotions	can feel happy	emotions: can feel happy	162
pursuit	emotions involved	excitement	emotions involved: excitement	163
pursuit	motivation	curiosity	motivation: curiosity	163
windsurfer	emotions	excitement	emotions: excitement	163
pursuit	emotions involved	anticipation	emotions involved: anticipation	163
individual	emotions	can feel scared	emotions: can feel scared	163
windsurfer	psychological demands	adrenaline rush	psychological demands: adrenaline rush	163
pursuit	emotional involvement	excitement	emotional involvement: excitement	163
pursuit	motivation	thrill	motivation: thrill	163
race	location	road	location: road	164
race	venue	road	venue: road	164
cycling	style	road	style: road	164
cycling	type	road	type: road	164
downhill	environment	road	environment: road	164
downhill	found in	roads	found in: roads	164
moguls	features	unpaved	features: unpaved	164
cycling	location	road	location: road	164
walk	location	road	location: road	164
cycling road	type	paved	type: paved	164
cycling	mode	road	mode: road	164
cycling road	condition	potholed	condition: potholed	164
cycling	environment	road	environment: road	164
race	environment	road	environment: road	164
aquatics	habitats	river	habitats: river	165
aquatics	study area	river	study area: river	165
