facet_property	cluster_label
material: cream	562
ingredients: heavy cream	562
texture: soft cream	562
main ingredient: cream	562
brand examples: irish cream	562
appearance: cream	562
properties: moisturizing	562
type: cream	562
components: cream	562
type: cream-based	562
component: heavy cream	562
made from: cream	562
composition: cream	562
other names: english cream	562
ingredients: cream	562
main ingredients: cream	562
component: cream	562
pairing: cream	562
popular in: bath products	562
origin: cream	562
made from: heavy cream	562
made of: cream	562
treatment: cream	562
common forms: heavy cream	562
common ingredients: cream	562
prepared from: cream	562
types: cream	562
appearance: cream-colored	562
layers: cream	562
color: cream	562
ingredients: tomato puree	563
taste: tomato-like	563
contents: tomato	563
main ingredients: tomato	563
flavor: tomato-based	563
composition: tomato	563
components: tomato paste	563
filling: tomato	563
commonly used: tomato	563
common ingredients: tomato	563
customizable with: tomato	563
origin: tomato	563
ingredient: tomato	563
definition: made from tomatoes	563
pairing: tomato	563
popular types: tomato juice	563
composition: tomato puree	563
contents: tomato soup	563
taste: tomato-based	563
origin: tomato-based	563
type: tomato	563
add-ons: tomato	563
component: tomato	563
type: tomato-based	563
main ingredient: tomato	563
ingredients: tomato paste	563
content: tomato	563
pair well with: tomato	563
common pairing: tomato	563
origin: made from tomato puree	563
definition: type of tomato	563
associated food: tomato	563
taste: tomatoey	563
ingredients: tomato	563
flavor: tomatoey	563
related to: tomato	563
chemical composition: unsaturated fats	564
chemical composition: monounsaturated fats	564
contents: fat	564
type: fat	564
type: cooking fat	564
component: fat	564
ingredients: fat	564
origin: rendered fat	564
category: cooking fat	564
type: fats	564
composition: fat	564
chemical properties: unsaturated fat	564
texture: fat	564
components: fat	564
category: healthy fat	564
function: binding ingredients	565
function: binding agent	565
function: glue-like substance	565
composition: binding agents	565
composition: binding agent	565
preparation method: binding agents	565
category: carbohydrate source	566
nutrition: carbohydrates	566
type: carbohydrate source	566
composition: carbohydrates	566
nutritional content: carbohydrates	566
chemical composition: simple carbohydrate	566
type: carbohydrate	566
category: carbohydrate	566
components: carbohydrates	566
advantages: non-carbohydrate	566
components: carbohydrate	566
origin: byproduct of butter production	567
differences: butter is dairy	567
ingredients: unsalted butter	567
type: butter-based	567
common pairing: butter	567
pair well with: butter	567
contents: butter	567
description: butter-based	567
processing: ground into butter	567
differ from: butter	567
main ingredient: butter	567
ingredient: butter	567
composition: butter	567
type: french butter	567
type: hazelnut butter	567
associated with: butter	567
brand examples: butter	567
origin: butter	567
processed into: butter	567
component: butter	567
common examples: butter	567
origin: byproduct of butter churning	567
pair with: butter	567
main ingredients: butter	567
substitutes: butter	567
alternatives: butter	567
category: butter	567
substitutes for: butter	567
ingredients: butter	567
material: butter	567
used for: making butter	567
made of: butter	567
components: butter	567
preparation: ground into butter	567
differences: butter is dairy, margarine is not	567
type: butter	567
ingredients: butterfat	567
pairing: butter	567
forms: butter	567
differences: butter is more expensive	567
anatomy: muscle	568
comprising: organs	568
comprising: muscles	568
category: organ	568
comprises of: organs	568
definition: muscular system	568
type: muscular system	568
comprises of: muscles	568
comprises of: nerves	569
comprising: nerves	569
type: nervous system	569
definition: nervous system	569
anatomy: connective tissue	569
concentration: low	570
properties: highly concentrated	570
concentration: diluted	570
concentration: weak	570
concentration: high	570
concentration: strong	571
concentration: pure	571
concentration: concentrated	571
form: concentrate	571
focus: inner energy	571
purpose: concentration	571
properties: concentrated	571
type: concentrated	571
origin: from the practice of dividing into two	572
behaviors: merging	572
conceptual meaning: splitting a dessert	572
definition: splitting food	572
example: dividing a cake	572
balance: optimal	573
characteristics: emphasis on balance	573
condition: balance	573
goals: inner balance	573
main theme: balance	573
function: balance	573
principles: centerline theory	573
purpose: balance	573
physical requirements: balance	573
category: preserved	574
condition: preserved	574
condition: damaged	574
type: still	574
type: preserved	574
current state: preserved	574
properties: easy to maintain	574
current state: restored	574
consequences: harm to humans	575
consequences: damage to property	575
cause: mechanical damage	575
consequences: harm to self	575
consequences: property damage	575
consequences: deaths	575
consequences: bad things happen	575
relation to other concepts: worse than too much	575
cause: wrong brewing	575
effect: rejection	575
consequences: injuries	575
consequences: unpleasant outcome	575
consequences: harm to others	575
disadvantages: not natural	575
consequences: new challenges	576
consequences: opportunity	576
aspect: new	576
consequences: new opportunities	576
experience: new people	576
characteristics: new	576
context: new journey	576
associated with: new opportunities	576
conservation status: protected	577
conservation: protected	577
conservation status: endangered	577
habitat destruction: threatened by pollution	577
conservation status: regulated	577
habitat destruction: vulnerable	577
conservation status: overfishing	577
habitat destruction: endangered	577
conservation status: protected species	577
rarity: endangered	577
conservation status: vulnerable to extinction	577
conservation status: vulnerable	577
habitat destruction: endangered by overfishing	577
category: rare species	577
spreadability: easy to spread	578
type: spreadable	578
usage: spread on crackers	578
consistency: fudgy	578
taste: spreadable	578
used for: spread on crackers	578
characteristics: spreadable texture	578
consistency: thick and spreadable	578
purpose: spread on crackers	578
texture: spreadable	578
consistency: spreadable	578
consistency: viscous	579
texture: viscous	579
physical properties: viscous	579
properties: viscous	579
properties: thick and viscous	579
consistency: light	579
characteristics: viscous	579
chemical properties: viscous	579
consistency: thin and pourable	579
taste: viscous	579
appearance: viscous	579
appearance: creamy white	580
texture: soft and creamy	580
description: creamy	580
texture: thick and creamy	580
fillings: creamy	580
consistency: creamy	580
flavor profile: creamy	580
thickness: creamy	580
type: creamy	580
texture: creamy	580
main ingredient: creamy base	580
color: creamy	580
type: creamy liquid	580
consistency: thick and creamy	580
characteristics: creamy	580
appearance: creamy color	580
description: rich and creamy	580
dish type: creamy	580
characteristics: thick and creamy	580
filling: creamy	580
appearance: creamy	580
types: creamy	580
characteristics: creamy texture	580
taste: creamy	580
appearance: creamy texture	580
flavor: creamy	580
appearance: thick and creamy	580
spice level: creamy	580
construction: time-consuming process	581
installation: requires professional installation	581
building process: building	581
construction: time-consuming	581
installation: fixed	581
building process: constructing	581
uses: construction	581
consumption: hot weather	582
consumption: during workout	582
consumption occasion: morning	582
consumption occasion: afternoon	582
consumption: fresh	582
consumption: morning	582
consumed at: work	582
consumption: afternoon treat	582
consumption: hot	582
occasional consumption: yes	582
consumption: usually eaten at ballpark	582
consumption: afternoon	582
consumption: summer	582
consumption place: at work	582
consumption: before studying	582
consumption: before exercise	582
consumption: after exercise	582
consumption: evening	582
consumption: at ballgames	582
consumption: dry	582
consumption occasion: snack time	582
consumption: health-conscious	583
consumption: social gathering	583
consumption: as a pick-me-up	583
consumption: at party	583
consumption: alone	583
frequency of consumption: traditional	583
consumption: daily	583
consumption: at home	583
consumption: homemade	583
consumption: at casual gatherings	583
consumption: making smoothie	583
method of consumption: private	583
consumption: cooking	583
purpose: consumption	583
consumption: on-the-go	583
consumption: during passover	583
consumption: at night	583
occasional consumption: true	583
consumption: baking	583
consumption: as a reward	583
consumption method: cooking	583
consumption: family-friendly	583
consumption: occasional	583
consumption: with straw	583
consumption: relaxing	583
produced by: human	583
consumption: with a meal	583
consumption: pleasurable	583
consumption: making juice	583
used for: consumption	583
consumption: special occasion	583
consumption: as an ingredient	583
consumption: indulgent	583
consumption: packaged	583
consumption: with traditional dishes	583
consumption: by adults	583
consumption: social occasion	583
consumption place: at home	583
consumption: cooked	583
consumption: during work	583
consumption: with friends	583
usage: direct consumption	583
consumption: after meal	584
consumption: with yogurt	584
usage: eating on its own	584
consumption: with cheese	584
behavior: trying local food	584
consumption: with butter	584
consumption: finger food	584
consumption method: with water	584
preparation: eat directly	584
consumption method: joint	584
consumption method: adding toppings	584
usage: eating straight	584
consumption method: with fingers	584
consumption method: dipping in wine	584
consumption method: eating as snack	584
consumption method: eating directly	584
consumption method: mixing with toppings	584
consumption method: eating fresh	584
consumption method: dipping in coffee	584
consumption method: packaged	584
consumption method: with cereal	584
method of consumption: alone	584
consumption: entree	584
consumption method: eating with spoon	584
preparation: eating raw	584
consumption method: hand	584
usage: eating with fillings	584
consumption method: can	584
methods of consumption: ingestion	584
usage: eating directly	584
consumption method: handheld	584
uses: eating fresh	584
consumption method: with spoon	584
consumption: at dinner	584
consumption method: eating	584
safety: eat immediately	584
consumption method: fresh	584
meaning: sharing food with another person	584
consumption method: scooping	584
consumption method: directly from bottle	585
preparation method: bottled	585
serving method: bottled	585
definition: bottled water	585
consumption method: bottled	585
available in: bottle	585
consumed in: bottle	585
consumption: bottled	585
preparation method: squeezed	585
packaging: bottled	585
type: bottled	585
availability: bottled	585
consistency: canned	586
category: canned	586
common use: canned luncheon	586
preservation method: canned	586
stored in: canned	586
preparation: canned	586
availability: canned	586
preservation: canned	586
seasonality: canned	586
preparation method: canned	586
cooking method: canned	586
shelf life: canned	586
freshness: canned	586
packaging: canned	586
type: canned	586
processing method: canned	586
storage: canned	586
consumption: canned	586
consumption method: canned	586
stored at: canned	586
serving method: canned	586
culture: canned	586
usage: oral consumption	587
used for: sucking on	587
forms: bites	587
consumption method: chewing	587
consumption method: sucking	587
function: sucking	587
usage: sucking	587
usage: swallow	587
consumption method: mouth	587
consumption method: licking	587
container: mug	588
container: squeezer	588
definition: container for drinking	588
serving method: cup	588
container: cup	588
material: cup	588
package type: cup	588
container: jug	588
container: thermos	588
served as: cup	588
serving style: cup	588
packaging: cup	588
format: humorous article	589
characteristics: informative	589
format: humorous articles	589
content: sarcastic	589
format: one-liner	589
content: humorous	589
features: witty captions	589
content: humorous articles	589
features: commenting	589
content: editorial cartoons	589
content: product reviews	589
features: humorous illustrations	589
purpose: social commentary	589
content: puns	590
purpose: prank	590
usage: adding humor	590
content: wordplay	590
content: jokes	590
content: sarcasm	590
format: jokes	590
purpose: joke	590
type: joke	590
type: jokes	590
origin: joke	590
type: wordplay	590
features: clever wordplay	590
content: ironic	590
format: puns	590
style: wordplay	590
style: puns	590
related concepts: nonsense	590
content: lifestyle	591
content type: gaming	591
content type: video	591
content type: videos	591
content types: music videos	591
content type: live streams	591
format: public service announcements	591
purpose: share videos	591
format: interactive episodes	591
medium: online series	591
content: vlogs	592
content type: vlog	592
content types: vlogs	592
content type: blog posts	592
content types: tutorials	593
content: tutorials	593
genre: educational program	593
contents: coin	594
appearance: gold coins	594
appearance: gold coin inside	594
custom: small tokens	594
custom: coin hidden inside	594
contents: coins	594
custom: hidden coin	594
type: double	594
form: coins	594
type: gold coins	594
shape: coin	594
type: coins	594
appearance: gold or silver coin	594
ingredients: gold coins	594
type: debris	595
contents: solids	595
components: solids	595
contents: solid particles	595
form: small particles	595
subject matter: current events	596
context: life	596
context: everyday life	596
context: situation	596
context: social issues	596
social context: at home	596
context: in everyday life	596
subject matter: everyday life	596
experience: social	596
occasion: gatherings	597
context: private gathering	597
cultural significance: social gatherings	597
event: social gathering	597
role in culture: social gatherings	597
occasion: gathering	597
effect: social gathering	597
context: social gatherings	597
occasions: social gathering	597
occasion: social gathering	597
purpose: socializing	597
category: social event	597
consumption occasion: social gathering	597
importance: social gathering	597
event: gatherings	597
context: intimate gathering	597
cultural significance: business meeting	597
cultural significance: social gathering	597
social context: in social gatherings	597
category: social gathering	597
culture: social gathering	597
event: gathering	597
serving occasion: social gathering	597
symbolism: friendship	598
meaning: close relationship	598
story: friendship	598
plot: friendship and love	598
cultural significance: importance of friendship	598
forms: handshake	598
purpose: friendship	598
behavior: cooperation	598
tradition: friendship ritual	598
relationship: close bond	598
relationship: between friends	598
relationship: close friendship	598
story: friendships	598
main theme: friendship	598
context: friendship	598
economic significance: jobs	599
example: starting a new job	599
social context: at work	599
solution: job creation	599
associated with: new job	599
context: new project	599
example: starting a new project	599
context: new job	599
origin: lactofermentation	600
contraindications: pregnancy	600
contraindications: lactation	600
properties: sweet	601
level of sweetness: semi-sweet	601
style: sweet	601
contrast: sweet	601
opposites: sweet	601
opposite taste: sweet	601
description: sweet and indulgent	601
pairing with: sweet	601
description: sweet	601
preparation: sweet	601
texture: sweet	601
opposite: sweet	601
percentage: sweet	601
type: sweet	601
main ingredient: sweet	601
category: sweet	601
pairing: with sweet	601
often paired with: sweet	601
opposite of: sweet	601
contrast with: sweet	601
components: sweet	601
sweetness level: very sweet	601
food: sweet	601
categories: sweet	601
taste profile: sweet	601
food group: sweet	601
characteristic: sweet	601
characteristics: usually sweet	601
types: sweet	601
definition: opposite of sweet	601
characteristics: sweet	601
characteristics: umami	602
opposite of: umami	602
pair well with: japanese pickles	602
opposite: umami	602
flavor: umami	602
opposites: umami	602
function: adds umami	602
common accompaniments: grated daikon	602
contrast: umami	602
flavor profile: umami	602
taste: umami	602
accessories: nes four score	603
accessories: nes advantage	603
hardware: nes cartridge	603
hardware features: nes zapper	603
type: controller	603
controller: motion sensing	603
controller: nes controller	603
components: nintendo console	603
controller: joystick	603
controller: gamecube controller	603
controller: d-pad	603
controller: button layout	603
accessories: nes zapper	603
controller: unique design	603
convenience: pre-mixed ingredients	604
advantages: convenient	604
convenience: quick to prepare	604
convenience: easy to consume	604
convenience: easy to prepare	604
convenience: quick to cook	604
convenience: quick cooking	604
convenience: easy reheating	604
characteristics: easy to cook	604
popularity: easy to prepare	604
usage: easy to prepare	604
origin: cooked with cream	605
cooked in: boiling	605
cooked with: marinade	605
cooked in: salted water	605
served with: fry-up	605
cooked method: pan-frying	605
texture: cooked	605
cooked method: al dente	605
cooked method: frying	605
cooked with: boiling	605
prepared with: deep frying	605
prepared by: deep-frying	605
edibility: often cooked	605
prepared by: pan-frying	605
common accompaniments: fry	605
prepared by: deep frying	605
cooked with: seasoning	605
cooked with: frying	605
cooked by: frying pan	605
cooked by: pan-frying	605
cooked in: frying	605
cooked with: butter	605
preparation method: cooked by frying	605
prepared with: frying	605
edible: cooked	605
origin: cooked	605
served with: fry	605
cooked by: frying	605
prepared by: frying	605
preparation method: braised	605
preparation: quick cooking time	606
cooking time: short	606
cooking time: less than 5 minutes	606
cooking time: quick	606
cooking duration: short	606
cooking duration: quick	606
preparation time: slow cooking	606
preparation time: quick cooking	606
description: no cooking involved	606
duration: slow cooking	606
prepared by: grilling	607
type: outdoor cooking	607
cook method: grilling	607
cooked methods: grilling	607
cooking method: grilling	607
prepared with: grilling	607
prepared methods: grilling	607
cooking method: grill	607
serving method: grill	607
cooking methods: grilling	607
preparation: grilling	607
type: japanese grill	607
category: outdoor cooking	607
cooking method: outdoor cooking	607
cooking method: barbecuing	607
cooked method: grilling	607
common preparation method: grilling	607
preparation method: grilling	607
preparation method: steamed	608
culinary use: steamed	608
cooked method: steamed	608
appearance: steamed	608
serving method: steamed	608
category: steamed food	608
shape: steamed	608
dish type: steamed	608
cooking methods: steamed	608
cooked method: steaming	608
preparation methods: steamed	608
culinary uses: steamed	608
prepared as: steamed	608
serving style: steamed	608
baking method: steamed	608
processing: steamed	608
production method: steamed	608
method of preparation: steamed	608
cooking method: steamed	608
method: steamed	608
texture: steamed	608
preparation: steamed	608
serving method: fry	609
preparation method: wok-frying	609
cooking method: deep-frying	609
preparation method: pan-frying	609
method of preparation: stir-frying	609
cooking method: deep-fry	609
cooking method: browning	609
cooking method: dry	609
preparation: stir-frying	609
cooking methods: pan-frying	609
cooking methods: stir-frying	609
cooking method: fry	609
cooking methods: pan frying	609
cooking method: stir frying	609
cooking method: wok	609
cooking method: broiling	609
cooking method: deep frying	609
cook method: pan-frying	609
cooking methods: scrambling	609
cooking method: wok cooking	609
usage: fry in pan	609
cooking method: non-stick	609
cooking method: wok-frying	609
preparation: wok-fry	609
cooking method: wok frying	609
cooked methods: mashing	609
cooked methods: pan-frying	609
cooking method: stir-frying	609
cooked methods: frying	609
cooking method: pan-frying	609
preparation method: stir-frying	609
cooking method: pan frying	609
baking method: deep-frying	609
cooking method: pan-fry	609
cooking method: wok-fry	609
preparation methods: stir-frying	609
cooking method: griddling	609
preparation method: pan frying	609
baking method: oven	610
cooking method: clay oven	610
cooking method: brick oven	610
cooking method: griddle	610
cooking method: stone hearth	610
cooking method: wood-fired	610
cooking method: stone oven	610
cooking method: stovetop	610
cooking method: oven	610
type: wood-fired	610
cooking method: wood-fired oven	610
crust: wood-fired	610
characteristics: long cooking time	611
cooking method: long cooking time	611
cooking method: low heat	611
cooking method: moist heat	611
cooking method: heating only	611
cooking method: high-temperature	611
cooking method: aged	611
cooking methods: low and slow	611
cooking method: long time	611
roast level: light	611
cooking method: high heat	611
cooking method: heated	611
cooking method: iron	611
cooking method: overnight	611
cooking method: slow cooker	611
cooking method: low and slow	611
cooking method: long	611
baking method: high temperature	611
cooking method: high temperature	611
cooking method: heat-stable	611
category: cooking medium	611
made from: fermented batter	612
production process: thickened with cornstarch	612
ingredients: fermented batter	612
made from: fermented cashew fruit	612
preparation method: fermented batter	612
cooking method: fermented batter	612
preparation: fermented batter	612
country: portuguese-speaking	613
country: brazilian	613
capital: brasília	613
geography: brazilian	613
capital city: brasília	613
geography: portuguese-speaking	613
located at: brazil	613
country: brazil	613
region: portugal	613
course: entree	614
category: first course	614
course: starter	614
course: lunch	614
course: dinner	614
course: first course	614
category: course	614
used for: starter course	614
course type: breakfast	614
course: main course	614
design: open-top	615
cover: zipper	615
contents: buttons	615
features: zipper	615
cover: removable	615
notable songs: paranoid android	616
created by: michael dante dimartino	616
origin story: created in greenwich, london	616
other names: eddo	616
created by: bryan konietzko	616
function: flavor	617
differences: taste	617
characteristics: specific to food type	617
criteria: dish presentation	617
definition: one of the five basic tastes	617
criteria: flavor	617
criterion: taste	617
purpose: taste	617
taste: complex	617
judging criteria: taste	617
features: liking	617
characteristics: taste	617
type: delicacy	617
category: delicacy	617
purpose: flavor	617
criteria: taste	617
importance: influences flavor and texture	617
judging criteria: creativity	618
characteristics: creative	618
parts used: zest	618
purpose: self-expression	618
criterion: creativity	618
functions: showing creativity	618
type: deep dish	619
baking style: deep dish	619
common dish: hot udon	619
crust: deep dish	619
type: deep-dish	619
toppings: chunky	619
crust type: deep dish	619
dishes: hot udon	619
crust: deep-dish	619
style: deep dish	619
cooking method: deep dish	619
characteristics: chunky	619
crust: hand-stretched	620
crust: crisp	620
crust: brown	620
ingredients: crust	620
crust: buttery	620
crust: homemade	620
crust: store-bought	620
crust: folded	620
component: crust	620
crust texture: charred	620
crust texture: well-done	620
crust type: hand-tossed	620
crust type: thin	620
crust: soft	620
crust: thick	620
crust type: thick	620
coating type: breaded	620
crust: square	620
crust: even	620
crust: hand-kneaded	620
crust: thin	620
texture: crust	620
crust: crumbly	620
appearance: delicate crust	620
crust: baked	620
crust: foldable	620
appearance: layered with marzipan	620
crust: homemade crust	620
crust: golden brown	620
components: crust	620
crust: flavored	620
main ingredient: crust	620
crust: golden	620
features: no crust	620
crust: hand-tossed	620
crust: well-done	620
structure: crust	620
texture: tart crust	620
cuisine: hong kong	621
cuisine association: asian	621
origin: shanghainese	621
cuisine: hokkien	621
cuisine association: chinese	621
cuisine: chinese-american	621
region: shanxi cuisine	621
cuisine: szechuan	621
cuisine: sichuan	621
cuisine: oriental	621
culture: chinese cuisine	621
cuisine: henan	621
regional significance: chinese cuisine	621
cuisine: singaporean	621
cuisine: northwestern chinese	621
cuisine associations: asian	621
cultural significance: singaporean cuisine	621
category: chinese cuisine	621
popularity: chinese cuisine	621
cuisine: shanghainese	621
cuisine: henan cuisine	621
cuisine: chinese	621
cuisine: chinese cooking	621
cuisine: mandarin	621
cuisine: chinese cuisine	621
cuisine: east asian	621
cuisine: asian fusion	621
cuisine: asian	621
origin: american-chinese cuisine	621
cuisine: cantonese	621
cultures: chinese cuisine	621
type: chinese cuisine	621
cuisine: emilian	622
cuisine: piedmontese	622
type: italian cooking	622
origin: neapolitan cuisine	622
cuisine: tuscan cuisine	622
cuisine: italian cuisine	622
famous for: traditional italian clothing	622
cuisine: neapolitan	622
cuisine: sardinian	622
food category: italian	622
related food: sicilian cuisine	622
category: italian cuisine	622
food category: italian cuisine	622
cuisine: piemontese	622
cultural significance: italian cuisine	622
type: italian cuisine	622
cultural association: italian cuisine	622
definition: italian	622
cuisine origin: italian	622
cuisine: central italian	622
cuisine: italian fusion	622
cuisine: pugliese	622
cuisine: italian-inspired	622
cuisine associations: italian cuisine	622
origin: italian-american cuisine	622
used in: bolognese	622
cuisine: modenese	622
food type: italian cuisine	622
cuisine: italian-canadian	622
cuisine: italian-american	622
cuisine: turin	622
cuisine associations: italian	622
cuisine: sicilian	622
cultural significance: italian-american cuisine	622
influences: italian cuisine	622
cuisine association: italian	622
influences: italian	622
cuisine: italian	622
cuisine: tuscan	622
cuisine: venetian	622
tradition: italian cuisine	622
cuisine style: italian	622
origin: italian immigration	622
cuisine style: roman	622
food type: italian fusion	622
cultural association: italian-american cuisine	622
cultural origin: italian	622
cuisine style: central italian	622
origin: italian cuisine	622
origin: venetian cuisine	622
cuisine: ryukyu	623
cuisine: ryokan	623
cuisine: okinawan	623
cuisine: açaí	623
origin: japanese-italian cuisine	623
cuisine: shinto	623
region: japanese cuisine	623
origin: japanese-american fusion	623
category: japanese cuisine	623
cuisine: japanese-italian fusion	623
cuisine association: japanese	623
cuisine: kyoto cuisine	623
cultural significance: japanese cuisine	623
cuisine: japanese	623
type: japanese cuisine	623
common varieties: shochu	623
origin: okinawan cuisine	623
cuisine: japanese cuisine	623
cuisine: monferrina	624
influences: mediterranean	624
cuisine associations: mediterranean cuisine	624
cuisine associations: mediterranean	624
origin: mediterranean cuisine	624
cultural significance: mediterranean cuisine	624
tradition: mediterranean cuisine	624
cultures: mediterranean	624
influences: mediterranean cuisine	624
cuisine: mediterranean	624
culture: mediterranean	624
cuisine origin: mediterranean	624
cuisine: fusion	625
cultural significance: national cuisine	625
similar to: linguica	625
food type: fusion	625
cuisine association: western	625
cuisine: pacific northwest fusion	625
dish type: unique cuisine	625
origin: traditional cuisine	625
similar to: linguiça	625
dish type: fusion food	625
popular in: cuisine	625
cuisine: fine dining	625
cuisine association: bbq	625
cuisine: new york-style	625
cuisine: global	625
cuisine: homemade	625
cuisine: ancient food	625
origin: military cuisine	625
cuisine: western	625
cuisine: continental	625
cuisine association: traditional	625
food type: fusion food	625
cuisine: lowcountry	625
cuisine: traditional food	625
cuisine type: vegetarian	625
cuisine: new england	625
cuisine: modern	625
cuisine: raw	625
origin: classical cuisine	625
cuisine: classic	625
region: fine dining	625
dish type: fusion cuisine	625
regional variation: unique recipes	625
brand: lean cuisine	625
cuisine: healing	625
cuisine: traditional	625
origin: british-indian fusion	626
cuisine: british-indian	626
cuisine: maharashtrian	626
popularity: indian cuisine	626
cuisine: south indian	626
cuisine type: indian	626
cultural significance: south indian cuisine	626
type: indian cuisine	626
popularity: gujarati cuisine	626
food type: sri lankan cuisine	626
cuisine: north indian	626
cuisine: rajasthani	626
origin: south asian cuisine	626
category: bengali cuisine	626
origin: pakistan cuisine	626
cuisine: sri lankan	626
origin: maharashtrian cuisine	626
food category: indian cuisine	626
cuisine: south asian	626
origin: indian cuisine	626
category: indian cuisine	626
cuisine: indian cuisine	626
category: oriental cuisine	626
cultural significance: kerala cuisine	626
cuisine: telugu	626
cuisine: british-indian fusion	626
category: gujarati cuisine	626
cuisine: hyderabadi	626
popular variations: ravi dosa	626
origin: north indian cuisine	626
cuisine: tamilian	626
type: sri lankan cuisine	626
category: sri lankan cuisine	626
cuisine: kerala	626
cuisine: gujarati	626
cuisine: indian	626
cultural significance: indian cuisine	626
origin: bengali cuisine	626
cuisine associations: indian	626
culinary uses: african cuisine	627
origin: central african cuisine	627
cuisine: malian	627
origin: african cuisine	627
cuisine: african-brazilian	627
cuisine: amazonian	627
cuisine: creole	627
cuisine: east african	627
cuisine: west african	627
cuisine: senegalese	627
cuisine: kenyan	627
cuisine: nigerian	627
cuisine: gambian	627
origin: west african cuisine	627
cuisine: african	627
cuisine: ghanaian	627
cuisine: south african	627
cuisine: afro-caribbean	627
origin: congolese cuisine	627
occasion: hearty meal	628
dish: hearty meal	628
dish type: hearty meal	628
historical significance: hearty meal	628
origin: hearty meal	628
preparation: hearty meal	628
usage: cook in broth	628
type: hearty dish	628
cultural significance: hearty meal	628
food type: hearty dish	628
culinary: hearty meal	628
type: hearty meal	628
category: hearty meal	628
type of dish: hearty meal	628
tradition: hearty meal	628
dishes: naan	629
origin: not a popular dish	629
historical significance: traditional dish	629
dish type: braised dish	629
origin: not a traditional dish	629
cuisine: traditional dish	629
historical significance: traditional peasant dish	629
related to: local cuisine	629
origin: classic dish	629
cultural significance: popular dish	629
origin: traditional dish	629
popular dish: local specialty	629
food: traditional dish	629
popularity: traditional dish	629
cultural significance: symbolic dish	629
culinary: traditional dish	629
used for: traditional dish	629
common pairing: dishes with savory fillings	629
cultural significance: national dish	629
popular in: not a real dish	629
category: traditional dish	629
cultural significance: special occasion dish	629
cultural significance: traditional dish	629
prepared by: cooking on tava	629
food type: unique dish	629
dish type: unique	629
occasion: traditional dish	629
dish type: traditional	629
dish: traditional	629
tradition: special occasion dish	629
common dishes: laksa	629
origin: dish	629
cultural significance: important dish in special occasions	629
associated with: traditional cuisine	629
type: traditional dish	629
category: homemade dish	629
origin: not a recognized dish	629
event: traditional dish	629
dish type: traditional dish	629
cultural significance: family gathering dish	629
food type: traditional	629
popular dish: yes	629
dish type: homemade	629
origin: italian recipe	630
related to: italian cuisine	630
feature of: italian cuisine	630
culinary use: italian cuisine	630
related concepts: focaccia	630
culinary uses: italian recipes	630
distinguishing feature: typical southern italian recipe	630
usage: italian recipes	630
usage: italian cuisine	630
culinary applications: italian cuisine	630
dish associations: italian cuisine	630
part of: italian cuisine	630
feature of: italian recipes	630
related to: tuscan cuisine	630
culinary uses: italian cuisine	630
common use: italian cuisine	630
commonly found in: italian cuisine	630
usage: italian recipe	630
culinary uses: italian cooking	630
feature of: italian cooking	630
common in: italian cuisine	630
culinary use: italian	630
popular in: italian cuisine	630
common use: italian recipe	630
category: culinary arts	631
purpose: cooking	631
use: cooking	631
functions: cooking	631
culinary use: braising	631
uses: culinary	631
context: in cooking	631
culinary uses: braising	631
components: cooking	631
human uses: cooking	631
uses: cooking	631
use: culinary	631
origin: culinary technique	631
application: cooking	631
usage: cooking	631
usage: cooking food	631
culinary use: does not exist	631
culinary use: cooking	631
function: cooking	631
category: cooking	631
common uses: cooking	631
prepared by: raw	632
used for: eating raw	632
prepared as: raw	632
prepared from: raw	632
serving style: raw	632
culinary use: raw	632
culinary uses: eaten raw	632
prepared form: raw	632
uses: eating raw	632
characteristics: often eaten raw	632
culinary uses: raw	632
culinary use: marinades	633
usage: used as marinade	633
culinary uses: marinade	633
culinary uses: marinades	633
use: marinade	633
serving style: as a marinade	633
used for: as a marinade	633
culinary use: marinade	633
used for: marinades	633
purpose: using as marinade	633
use: marinades	633
use in cooking: marinade	633
purpose: marinade	633
purpose: used as marinade	633
usage: marinades	633
uses: marinades	633
used for: as marinade	633
uses in cooking: marinade	633
used for: marinade	633
usage: marinating for grilled meats	633
usage: marinade	633
usage: as marinade	633
common uses: marinades	633
type: marinade	633
use in cooking: marinades	633
usage: marinade for food	633
uses: marinade	633
uses: making bread	634
usage: breading food	634
usage: making breadcrumbs	634
uses: making quick bread	634
uses: bread making	634
uses: making oatmeal	634
services: bread making	634
usage: making pudding	634
use: making bread	634
usage: with bread	634
purpose: breading	634
uses: making spring rolls	634
uses: breading	634
function: make bread pudding	634
common uses: making tartes	634
culinary use: making bread	634
function: make bread	634
usage: making bread pudding	634
usage: making bread	634
uses: making cornbread	634
purpose: making dough for bread	634
uses: making flour	634
usage: making cereal	634
culinary use: baking bread	634
usage: baking bread	634
uses: making cereal	634
usage: making trail mix	634
purpose: making bread	634
uses: recipe	635
type: recipe	635
culinary use: recipe	635
located at: cooking recipe	635
category: recipe	635
usage: recipe	635
part of: recipe	635
uses: recipes	635
culinary use: not a dish	635
food category: ingredient	636
culinary use: ingredient	636
category: cooking ingredient	636
components: ingredients	636
type: ingredient	636
used for: recipe ingredient	636
category: kitchen ingredient	636
uses: ingredient	636
usage: used as ingredient	636
usage: ingredient	636
use: cooking ingredient	636
uses: culinary ingredient	636
ingredient: cooking	636
