concept	property	cluster_label
air route	have routes	0
air route	established by airlines	0
air route	used for flights	0
air route	between cities	0
containerization	used in logistics	0
air route	used for transportation	0
containerization	standardized sizes	0
railcar carrier ship	used for transporting	0
railcar carrier ship	has rail tracks	0
railcar carrier ship	located in ports	0
freight car	have containers	0
freight car	used for businesses	0
freight car	used for industries	0
freight car	have doors	0
freight car	have wheels	0
common carrier	operates airplanes	0
common carrier	regulated by government	0
common carrier	subject to laws	0
freight car	used for goods	0
freight car	located in railways	0
freight car	used for transporting	0
railcar carrier ship	operates on seas	0
railcar carrier ship	has cargo holds	0
railcar carrier ship	used for international trade	0
railcar carrier ship	has containers	0
containerization	used in shipping	0
railcar carrier ship	used for shipping	0
water transportation system	used for travel	0
multiple track railway	has electrification	0
contract carrier	provide logistics	0
cabotage	used for transportation	0
aid to navigation	located on ships	0
crane ship	used for construction	0
aid to navigation	located on boats	0
crane ship	large size	0
aid to navigation	used for finding directions	0
aid to navigation	used for navigation	0
aid to navigation	used for sailing	0
cabotage	regulated by international law	0
cabotage	used for economic purposes	0
volume measure	used for liquids	0
crane ship	used for lifting	0
crane ship	located in ports	0
cabotage	regulated by laws	0
cabotage	type of shipping	0
crane ship	used for oil rigs	0
crane ship	used for heavy lifting	0
merchant marine	supports national economies	0
crane ship	used for shipbuilding	0
airport classification	large airports	0
aid to navigation	used for finding ports	0
aid to navigation	used for finding landmarks	0
aid to navigation	used for finding islands	0
canal structure	located in ports	0
canal structure	used for irrigation	0
canal structure	connected to rivers	0
canal structure	located in cities	0
airport classification	based on size	0
airport classification	based on traffic	0
canal structure	used for transportation	0
canal structure	waterways	0
portable bridge	used in military operations	0
airport classification	international airports	0
airport classification	domestic airports	0
airport classification	military airports	0
airport classification	private airports	0
portable bridge	used for construction	0
portable bridge	used for crossing rivers	0
airport classification	small airports	0
aid to navigation	used for finding coastlines	0
merchant marine	has ships of various sizes	0
merchant marine	regulated by government	0
multiple track railway	used for cargo	0
tank car	used for industry	0
railroad bridge	has rail tracks	0
multiple track railway	has multiple rails	0
multiple track railway	used for high speed	0
railroad bridge	located over roads	0
railroad bridge	located over water	0
railroad bridge	used for trains	0
railroad bridge	connects two areas	0
tank car	large capacity	0
tank car	has tracks	0
merchant marine	owned by private companies	0
tank car	has wheels	0
multiple track railway	used for heavy loads	0
multiple track railway	used for multiple directions	0
tank car	used for gas	0
multiple track railway	has signals	0
tank car	used for oil	0
tank car	holds liquids	0
tank car	used for transportation	0
multiple track railway	used for passenger	0
railroad bridge	used for transportation	0
multiple track railway	used for freight	0
radio navigation beacon	emits signals	0
merchant marine	operates in international waters	0
merchant marine	used for transporting goods	0
merchant marine	commercial	0
arriving	used for travel	0
arriving	used for transportation	0
arriving	used for flight	0
radio navigation beacon	transmits signals	0
arriving	used for train	0
radio navigation beacon	used for aircraft	0
radio navigation beacon	used for ships	0
radio navigation beacon	located in seaports	0
radio navigation beacon	used for takeoff	0
arriving	used for bus	0
radio navigation beacon	used for landing	0
radio navigation beacon	located in airports	0
radio navigation beacon	used for navigation	0
arriving	used for car	0
containerization	standardized equipment	0
flatcar	used for transporting	0
major air carrier	has seat selection	0
traffic signal	red means stop	0
traffic signal	regulated by authorities	0
ship berthing	used for loading	0
ship berthing	used for unloading	0
ship berthing	requires navigation	0
traffic signal	has lights	0
traffic signal	electronic device	0
traffic signal	located in cities	0
ship berthing	used for cargo	0
ship berthing	used for passengers	0
emergency vehicle	has lights	0
traffic signal	located at intersections	0
transportation authority	regulates traffic	0
transportation authority	builds roads	0
transportation authority	maintains infrastructure	0
transportation authority	enforces laws	0
transportation authority	sets speed limits	0
emergency vehicle	has flashing lights	0
transportation authority	operates public transit	0
ship deck	located on top of ships	0
ship berthing	located in harbors	0
ship deck	used for navigation	0
ship deck	used for sailing	0
land area	used for agriculture	0
ore carrier ship	have cargo holds	0
land area	used for construction	0
watercraft	used for surfing	0
watercraft	used for swimming	0
ore carrier ship	used for shipping	0
watercraft	used for travel	0
watercraft	have sails	0
watercraft	have motors	0
watercraft	means of transport	0
watercraft	located in bodies of water	0
set or class	defined by rules	0
propeller airplane	has engines	0
set or class	can be intersected	0
ship deck	used for passengers	0
ship deck	used for cargo	0
ship deck	have railings	0
emergency vehicle	has emergency lights	0
transportation authority	sets traffic rules	0
flatcar	used for railways	0
cargo handling	using containers	0
train assembly	has tracks	0
train assembly	has wheels	0
train assembly	located in stations	0
train assembly	used for passengers	0
train assembly	used for cargo	0
train assembly	has locomotive	0
train assembly	used for transportation	0
train assembly	consists of cars	0
cargo handling	efficiently moving goods	0
emergency vehicle	used for fire	0
general cargo ship	large cargo capacity	0
intentional process	managed	0
general cargo ship	used for international trade	0
general cargo ship	located in ports	0
general cargo ship	used for transporting goods	0
general cargo ship	have containers	0
general cargo ship	used for bulk cargo	0
general cargo ship	used for breakbulk cargo	0
train assembly	used for long distances	0
cargo handling	using trains	0
train assembly	has brakes	0
partial container ship	used for transporting goods	0
transportation authority	has jurisdiction over roads	0
cargo handling	loading and unloading	0
cargo handling	transporting goods	0
cargo handling	using trucks	0
regulatory process	involves enforcement	0
regulatory process	involves government	0
regulatory process	involves laws	0
regulatory process	involves rules	0
cargo handling	using ships	0
partial container ship	have containers	0
partial container ship	used for shipping	0
partial container ship	have cargo holds	0
cargo handling	using airplanes	0
partial container ship	located in oceans	0
partial container ship	used for international trade	0
partial container ship	means of transport	0
partial container ship	partially filled with containers	0
land area	used for buildings	0
ore carrier ship	located in oceans	0
emergency road vehicle	used for fire fighting	0
ship agent	assists with repairs	0
vehicle wheel	attached to vehicles	0
offshore support ship	operate in open seas	0
electric device	powered by batteries	0
electric device	powered by outlets	0
offshore support ship	used for transportation	0
offshore support ship	used for maintenance	0
offshore support ship	used for oil rigs	0
offshore support ship	large vessel	0
electric device	has wires	0
emergency road vehicle	large and heavy	0
electric device	used for communication	0
ship cabin	has lights	0
ship cabin	has furniture	0
ship cabin	has doors	0
ship cabin	has windows	0
container terminal	used for shipping	0
container terminal	located near ports	0
container terminal	used for cargo	0
vehicle wheel	rotates on axles	0
electric device	uses electricity	0
flatcar	used for construction	0
vehicle wheel	used for movement	0
major air carrier	operates in airports	0
major air carrier	has multiple aircraft	0
major air carrier	provides international flights	0
traffic control process	manages intersections	0
traffic control process	directs traffic	0
traffic control process	enforces speed limits	0
traffic control process	uses signs	0
traffic control process	uses lights	0
traffic control process	regulates flow	0
flatcar	used for trains	0
flatcar	has wheels	0
traffic control process	managed by authorities	0
vehicle wheel	used for braking	0
flatcar	used for goods	0
flatcar	used for containers	0
flatcar	used for heavy loads	0
vehicle wheel	have tires	0
ship cabin	located on ships	0
minivan	has seats for children	0
minivan	has cup holders	0
petroleum product	used for transportation	0
taking off	requires engines	0
petroleum product	used for heating	0
taking off	used in rockets	0
petroleum product	used for electricity	0
taking off	used in airplanes	0
taking off	requires lift	0
taking off	requires speed	0
petroleum product	used for manufacturing	0
taking off	used in flight	0
ore carrier ship	large vessels	0
emergency road vehicle	driven by professionals	0
emergency road vehicle	have lights	0
ore carrier ship	used for transporting	0
ore carrier ship	carry bulk goods	0
ore carrier ship	used for international trade	0
emergency road vehicle	located in hospitals	0
emergency road vehicle	located in fire stations	0
taking off	used in airports	0
taking off	used in space	0
minivan	used for daily commutes	0
petroleum product	used for lubrication	0
minivan	located in suburbs	0
minivan	used for road trips	0
container terminal	managed by companies	0
minivan	has seats	0
minivan	has sliding doors	0
minivan	used for families	0
container terminal	have trucks	0
container terminal	have ships	0
container terminal	used for international trade	0
container terminal	managed by authorities	0
petroleum product	derived from oil	0
petroleum product	used for fuel	0
navigation	used for cars	0
navigation	used for planes	0
navigation	used for ships	0
navigation	used for traveling	0
navigation	used for finding directions	0
canal structure	used for commerce	0
merchant marine	plays crucial role in global trade	0
contract carrier	have routes	0
hopper dredger	used for maintenance	0
pier	extend into water	0
crew list	used for planes	0
research ship	have equipment	0
crew list	used for ships	0
chemical tanker ship	used for transporting	0
hopper dredger	used for construction	0
tractor trailer	have drivers	0
hopper dredger	located in ports	0
hopper dredger	used for waterways	0
tractor trailer	used for industries	0
chemical tanker ship	located in ports	0
petroleum pipeline	used for economy	0
tractor trailer	used for heavy loads	0
petroleum pipeline	located in countries	0
petroleum pipeline	owned by companies	0
ship hold	used for equipment	0
vehicle registration	required by law	0
tractor trailer	used for long distances	0
tractor trailer	have engines	0
vehicle registration	issued by government	0
tractor trailer	have wheels	0
petroleum pipeline	used for fuel	0
tractor trailer	used for hauling	0
petroleum pipeline	used for refineries	0
petroleum pipeline	long distance	0
chemical tanker ship	used for trade	0
vehicle registration	required for driving	0
tractor trailer	used for transport	0
tractor trailer	large vehicles	0
ship hull	located underwater	0
research ship	located in oceans	0
diesel fuel	used in transportation	0
diesel fuel	used in industry	0
diesel fuel	used in agriculture	0
attaching	used for repair	0
ship hold	used for goods	0
attaching	used for construction	0
attaching	used for manufacturing	0
ship hold	large spaces	0
ship hold	used for cargo	0
standard gauge railway	used for transporting goods	0
body motion	includes sitting	0
body motion	includes moving	0
standard gauge railway	used for transporting people	0
body motion	includes exercising	0
ship hold	located in ships	0
pier	located in water	0
standard gauge railway	used for commuting	0
cargo manifest	used in transportation	0
cargo manifest	used in logistics	0
standard gauge railway	used for long distance travel	0
standard gauge railway	have trains	0
standard gauge railway	have stations	0
diesel fuel	used in engines	0
pier	located in lakes	0
pier	located in rivers	0
pier	used for boating	0
diesel fuel	used in trucks	0
crew list	used for management	0
diesel fuel	used in cars	0
diesel fuel	used in ships	0
diesel fuel	used in construction	0
cargo manifest	used in shipping	0
petroleum pipeline	used for oil transport	0
chemical tanker ship	used for commerce	0
road vehicle	have seats	0
flight deck	used for flight control	0
flight deck	used for landing	0
flight deck	used for takeoff	0
registry ton	used in international trade	0
registry ton	used in shipping industries	0
dining car	has tables	0
registry ton	used in navigation	0
registry ton	used in maritime	0
flight deck	located on airplanes	0
railway junction	managed by railways	0
registry ton	used in freight	0
etiologic agent	found in water	0
registry ton	used in cargo	0
etiologic agent	found in air	0
etiologic agent	found in soil	0
railway junction	used for transportation	0
track gauge	used for trains	0
railway junction	have trains	0
track gauge	varies by country	0
track gauge	important for transportation	0
railway junction	have signals	0
dining car	has chairs	0
railway junction	have tracks	0
railway junction	located on land	0
railway junction	used for train merging	0
railway junction	used for train splitting	0
railway junction	used for train transfer	0
registry ton	used in shipping	0
railway junction	location where tracks meet	0
track gauge	used for construction	0
dining car	located in trains	0
flight deck	used for navigation	0
road vehicle	used for business	0
flight deck	used for communication	0
road vehicle	used for travel	0
road vehicle	used for commuting	0
road vehicle	have engines	0
ship hull	used for propulsion	0
road vehicle	have wheels	0
road vehicle	driven on roads	0
ship hull	used for transportation	0
chemical tanker ship	have cargo holds	0
road vehicle	used for transport	0
commercial shipping	used for high-value goods	0
commercial shipping	used for bulk cargo	0
ship hull	used for cargo	0
commercial shipping	used for containers	0
ship hull	used for passenger	0
commercial shipping	used for cargo	0
ship hull	designed for ocean travel	0
commercial shipping	located in ports	0
animal powered vehicle	used for transportation	0
flight deck	have instruments	0
commercial shipping	used for importing	0
commercial shipping	used for exporting	0
animal powered vehicle	used for work	0
animal powered vehicle	located in farms	0
commercial shipping	means of international trade	0
animal powered vehicle	located in fields	0
animal powered vehicle	used for plowing	0
commercial shipping	used for transporting goods	0
animal powered vehicle	used for carrying	0
chemical tanker ship	used for industry	0
ship hold	used for containers	0
cargo manifest	required by regulations	0
ship hold	used for supplies	0
railway vehicle	located on railways	0
bill of lading	contains cargo details	0
air traffic control tower	have communication equipment	0
cab car	located in cities	0
cab car	used for transportation	0
bill of lading	used for freight	0
bill of lading	used for transportation	0
railway vehicle	used for transport	0
air traffic control tower	have radar systems	0
air traffic control tower	have lights	0
air traffic control tower	have signs	0
hangar bay	used for landing planes	0
railroad company	have routes	0
hangar bay	used for launching planes	0
air traffic control tower	have air traffic controllers	0
cab car	operated by drivers	0
bill of lading	used for shipping	0
hangar bay	has lights	0
fire engine	has hoses	0
personal watercraft	have engines	0
fishing vessel	located in oceans	0
railway vehicle	used for long distances	0
fire engine	has engines	0
railway vehicle	used for commuting	0
personal watercraft	used for water sports	0
government organization	run by officials	0
railway vehicle	have wheels	0
air traffic control tower	located at airports	0
fire engine	located in fire stations	0
personal watercraft	used for speed	0
railway vehicle	have cars	0
railway vehicle	have engines	0
fire engine	used for firefighting	0
air traffic control tower	important for air travel	0
fishing boat	located in bodies of water	0
air traffic control tower	used for guiding planes	0
contract carrier	have trucks	0
cable ship	used for laying internet cables	0
fishing boat	used for commercial purposes	0
fishing boat	have engines	0
contract carrier	transport goods	0
ship agent	assists with cargo	0
cable ship	used for underwater work	0
cable ship	used for maintaining cables	0
cable ship	used for laying telegraph cables	0
cable ship	used for repairing cables	0
contract carrier	have drivers	0
cable ship	used for laying cables	0
contract carrier	deliver goods	0
ship agent	assists with crew	0
canal structure	used for navigation	0
ship agent	helps with navigation	0
cable ship	used for laying telephone cables	0
hangar bay	has doors	0
railroad company	located in countryside	0
hangar bay	used for maintenance	0
hangar bay	used for storing planes	0
hangar bay	located on aircraft carriers	0
bill of lading	contains delivery details	0
railroad company	have stations	0
transit shelter	common in cities	0
bill of lading	used for international trade	0
transit shelter	located near bus stops	0
ship agent	located in ports	0
transit shelter	have benches	0
railroad company	located in cities	0
railroad company	have tracks	0
transit shelter	provide seating	0
railroad company	have trains	0
personal watercraft	used for racing	0
fire engine	has lights	0
rocket engine	uses combustion	0
fishing vessel	located in harbors	0
rocket engine	used for space travel	0
rocket engine	uses fuel	0
rocket engine	uses oxidizer	0
rocket engine	located in spacecraft	0
rocket engine	used for lift-off	0
personal watercraft	located in lakes	0
railway vehicle	have seats	0
rocket engine	used for orbit	0
radar or sonar	used in aviation	0
body motion	includes running	0
refrigerated compartment	located in trucks	0
government organization	have policies	0
body motion	includes walking	0
radar or sonar	used in military	0
refrigerated compartment	used for perishable goods	0
government organization	located in cities	0
body motion	includes dancing	0
government organization	regulated by laws	0
radar or sonar	used for navigation	0
rocket engine	used for propulsion	0
track gauge	determined by railway companies	0
radar or sonar	used in ships	0
fishing vessel	have sails	0
radar or sonar	used in aircraft	0
personal watercraft	located in oceans	0
railway vehicle	used for cargo	0
fishing vessel	have motors	0
radar or sonar	used in traffic monitoring	0
fishing vessel	used for commerce	0
general cargo ship	made of steel	-1
drilling ship	located in arctic	-1
motor scooter	have handlebars	-1
offshore supply ship	have cranes	-1
transportation authority	collects tolls	-1
maritime blockade	can cause humanitarian crisis	-1
dining car	has wine	-1
transportation company	used for people	-1
full size van	used for camping	-1
pier	made of wood	-1
body motion	includes jumping	-1
diesel engine	has low speed	-1
container terminal	have warehouses	-1
local transit system	used for short distances	-1
petroleum product	used for plastics	-1
shipping channel	have markers	-1
maritime blockade	limits access to ports	-1
passenger railway car	has bathrooms	-1
maritime blockade	blockage of sea routes	-1
diesel engine	fueled by diesel	-1
diesel engine	used in generators	-1
body motion	includes standing	-1
body motion	includes falling	-1
passenger railway car	has heating	-1
general cargo ship	have cranes	-1
petroleum tanker ship	have propellers	-1
ship berthing	requires clearance	-1
body motion	includes climbing	-1
diesel engine	has high torque	-1
passenger railway car	has air conditioning	-1
chemical tanker ship	made of steel	-1
chemical tanker ship	carries chemicals	-1
cargo handling	using forklifts	-1
ore carrier ship	made of steel	-1
petroleum product	has additives	-1
petroleum product	has refining process	-1
railroad company	make profits	-1
drilling ship	used for exploration	-1
shipping channel	have buoys	-1
dry bulk cargo	includes iron ore	-1
dry bulk cargo	includes wheat	-1
internal attribute	unique to each object	-1
dry bulk cargo	includes corn	-1
railway vehicle	made of metal	-1
set or class	can be unioned	-1
set or class	can be empty	-1
set or class	finite or infinite	-1
offshore supply ship	made of steel	-1
cargo handling	using warehouses	-1
pier	made of steel	-1
dry bulk cargo	includes coal	-1
dry bulk cargo	includes minerals	-1
chemical tanker ship	have pumps	-1
railroad company	have schedules	-1
dry bulk cargo	includes grains	-1
ore carrier ship	long and narrow	-1
transportation company	have fares	-1
set or class	can be compared	-1
ore carrier ship	have cranes	-1
dry bulk cargo	non-liquid goods	-1
maritime blockade	used to exert pressure	-1
transportation company	have schedules	-1
maritime blockade	can be lifted by diplomacy	-1
surfaced roadway	made of concrete	-1
set or class	unique members	-1
set or class	collection of items	-1
turboprop airplane	powered by turboprop	-1
container terminal	have cranes	-1
international airport	have terminals	-1
radar or sonar	uses sound waves	-1
organic object	made of cells	-1
international airport	used for arrivals	-1
international airport	used for departures	-1
international airport	have immigration	-1
international airport	have customs	-1
multiple track railway	has crossings	-1
international airport	have runways	-1
radar or sonar	uses radio waves	-1
relational attribute	used in data analysis	-1
relational attribute	used in aggregating	-1
air traffic control procedure	involve radar	-1
relational attribute	used in filtering	-1
relational attribute	used in joins	-1
relational attribute	used in queries	-1
relational attribute	describes data	-1
organic object	decomposes	-1
radar or sonar	used for detection	-1
relational attribute	used in databases	-1
ship hold	protected from weather	-1
legal charge	paid for lawsuits	-1
legal charge	paid to courts	-1
legal charge	paid to lawyers	-1
truck trailer	have hitching systems	-1
common carrier	publicly accessible	-1
common carrier	charge fees	-1
water transportation system	require maintenance	-1
road junction	have roundabouts	-1
organic object	breathes	-1
ship hold	secured with ropes	-1
road junction	have pedestrian crossings	-1
water transportation system	used for tourism	-1
organic object	can be harmed by pollution	-1
organic object	has metabolism	-1
organic object	has cells	-1
organic object	has DNA	-1
relational attribute	used in tables	-1
air traffic control procedure	used for separation	-1
dining car	has snacks	-1
fishing boat	have reels	-1
ship hatch	used for exiting	-1
ship hatch	made of metal	-1
fishing boat	have nets	-1
parking garage	have staircases	-1
ship hatch	have ladders	-1
parking garage	have elevators	-1
fishing boat	have rods	-1
ship hatch	have handles	-1
air traffic control center	staffed by controllers	-1
ship register	official record	-1
ship register	used for identification	-1
airport classification	based on location	-1
airport classification	based on facilities	-1
contract carrier	make deals	-1
ship register	used for taxation	-1
contract carrier	have offices	-1
ship hatch	used for boarding	-1
air traffic control center	used for coordination	-1
sport utility vehicle	have high ground clearance	-1
sport utility vehicle	made of steel	-1
air traffic control procedure	used for coordination	-1
keeping	maintenance of possession	-1
keeping	holding something	-1
sport utility vehicle	have suspension	-1
arriving	reach a place	-1
keeping	not selling something	-1
arriving	end of a trip	-1
keeping	preservation of something	-1
crane ship	used for offshore	-1
arriving	reach a destination	-1
arriving	end of a journey	-1
sport utility vehicle	used for camping	-1
crane ship	has cranes installed	-1
sport utility vehicle	used for off road	-1
air traffic control tower	have controllers	-1
crane ship	used for wind turbines	-1
legal charge	paid for crimes	-1
legal charge	amount varies	-1
atmospheric region	has air currents	-1
managing	involves controlling	-1
fuel tank	has rust	-1
fuel tank	has leaks	-1
fuel tank	has gauges	-1
managing	involves leadership	-1
managing	involves decision making	-1
managing	involves planning	-1
fuel tank	has caps	-1
spine car	does not exist	-1
flight deck	have pilots	-1
managing	involves organizing	-1
managing	involves budgeting	-1
managing	involves problem solving	-1
managing	involves delegating	-1
fuel tank	located in garages	-1
managing	involves responsibility	-1
contract carrier	have warehouses	-1
transportation schedule	used for planning	-1
flatcar	has a flat surface	-1
atmospheric region	varies in pressure	-1
trade embargo	economic sanction	-1
fishing trawler	have nets	-1
trade embargo	international conflict resolution tool	-1
electric device	has charging ports	-1
electric device	used for productivity	-1
trade embargo	used for political pressure	-1
electric device	has screens	-1
electric device	has buttons	-1
navigation light	used for fog	-1
transportation schedule	showing prices	-1
navigation light	used for visibility	-1
trade embargo	restriction on exports	-1
navigation light	has different shapes	-1
fire boat	used for salvage	-1
fire boat	have pumps	-1
flight deck	have control panels	-1
fire boat	used for rescue	-1
turboprop airplane	used for short distances	-1
spine car	no information available	-1
fuel tank	made of plastic	-1
organic compound	used in plastics	-1
organic compound	carbon-based	-1
organic compound	found in living things	-1
organic compound	made of atoms	-1
common carrier	liable for damages	-1
crew list	contains positions	-1
organic compound	used in cosmetics	-1
organic compound	used in perfumes	-1
legal charge	amount is fixed	-1
liner service	luxurious accommodations	-1
organic compound	made of hydrogen and oxygen	-1
crew list	contains ranks	-1
atmospheric region	divided into layers	-1
legal charge	paid by individuals	-1
atmospheric region	contains gases	-1
atmospheric region	contains particles	-1
atmospheric region	varies in temperature	-1
jet airplane	require pilots	-1
electronic device	has screens	-1
jet airplane	have wings	-1
electronic device	has buttons	-1
turboprop airplane	faster than propeller planes	-1
turboprop airplane	more efficient than jets	-1
containerization	increased efficiency	-1
containerization	reduced costs	-1
turboprop airplane	have propellers	-1
liner service	regular schedule	-1
containerization	reusable	-1
tractor trailer	have trailers	-1
liner service	oceanic travel	-1
electronic device	has batteries	-1
containerization	intermodal	-1
crew list	document	-1
jet airplane	used for tourism	-1
crew list	contains names	-1
crew list	contains roles	-1
general cargo ship	require large crews	-1
ship cabin	has showers	-1
volume measure	used for solids	-1
refrigerated compartment	has insulation	-1
attaching	temporary connection	-1
whaling ship	had first aid kits	-1
whaling ship	had logbooks	-1
attaching	permanent connection	-1
attaching	using fasteners	-1
attaching	using adhesives	-1
attaching	process of joining	-1
guiding	used for tourism	-1
guiding	used for adventure	-1
guiding	used for hiking	-1
guiding	used for climbing	-1
refrigerated compartment	maintains low temperatures	-1
electronic signalling	used in computing	-1
refrigerated compartment	located in supermarkets	-1
bulkhead	separates compartments	-1
bulkhead	made of steel	-1
bulkhead	used in submarines	-1
refrigerated compartment	cools objects	-1
rocket engine	highly complex	-1
rocket engine	used for thrust	-1
deck crane	used for offshore operations	-1
fishing vessel	have lines	-1
electronic signalling	uses codes	-1
electronic signalling	uses protocols	-1
attaching	used for assembly	-1
whaling ship	had nets	-1
whaling ship	had harpoons	-1
whaling ship	used for hunting	-1
hopper dredger	used for mining	-1
petroleum product pipeline	underground	-1
hopper dredger	used for dredging	-1
hopper dredger	type of dredger	-1
research ship	used for discovering new species	-1
petroleum product pipeline	monitored for leaks	-1
petroleum product pipeline	inspected regularly	-1
research ship	used for studying marine life	-1
diesel fuel	produces less emissions	-1
flight schedule	updated daily	-1
diesel fuel	used in generators	-1
fixed bridge	permanent structure	-1
fixed bridge	made of concrete	-1
fixed bridge	made of steel	-1
fixed bridge	used for pedestrians	-1
fixed bridge	sturdy	-1
standard gauge railway	found in north and south america	-1
standard gauge railway	found in europe and asia	-1
turbojet engine	have compressors	-1
turbojet engine	have turbines	-1
turbojet engine	have nozzles	-1
standard gauge railway	tracks are 1435 mm wide	-1
attaching	requires force	-1
fishing vessel	have nets	-1
electronic signalling	used in networks	-1
electric motor	has magnets	-1
portable bridge	used in disaster relief	-1
cable ship	has winches	-1
cable ship	has cranes	-1
military watercraft	used for patrol	-1
military watercraft	made of steel	-1
military watercraft	armed with guns	-1
military watercraft	have torpedoes	-1
vehicle crew	people	-1
canal structure	have locks	-1
canal structure	made of concrete	-1
vehicle crew	perform tasks	-1
vehicle crew	have roles	-1
portable bridge	easy to disassemble	-1
electronic signalling	used in internet	-1
moving violation	done in motorcycles	-1
moving violation	done in bicycles	-1
portable bridge	easy to assemble	-1
portable bridge	made of wood	-1
moving violation	punishable by fines	-1
portable bridge	made of metal	-1
radar facility	used for detection	-1
portable bridge	temporary structures	-1
radar facility	has antennas	-1
aid to navigation	used for avoiding reefs	-1
electric motor	used in appliances	-1
cable ship	has diving equipment	-1
river port	have forklifts	-1
river port	have cranes	-1
river port	have warehouses	-1
fishing vessel	made of steel	-1
fire engine	has ladders	-1
fire engine	used for rescuing	-1
sea lane	marked by buoys	-1
fire engine	has water tanks	-1
sea lane	navigated by GPS	-1
fire engine	has sirens	-1
canal lock gate	made of metal	-1
cab car	used for rush hours	-1
cab car	has fixed fares	-1
cab car	has fixed routes	-1
cab car	used for taxi service	-1
cab car	smaller than regular cars	-1
signalling	used for warnings	-1
hangar bay	has catwalks	-1
signalling	used for languages	-1
hangar bay	has cranes	-1
hangar bay	has ventilation	-1
signalling	used in technology	-1
transit shelter	used for waiting	-1
transit shelter	have advertisements	-1
transit shelter	provide protection from weather	-1
river port	have docks	-1
hopper dredger	has a hopper	-1
paved runway	has markings	-1
hopper dredger	has a dredge	-1
unpaved runway	has stones	-1
government organization	have departments	-1
government organization	have ministers	-1
cargo container	have locks	-1
government organization	have employees	-1
government organization	have budgets	-1
government organization	provide public services	-1
unpaved runway	made of dirt	-1
unpaved runway	has grass	-1
unpaved runway	has gravel	-1
unpaved runway	has mud	-1
unpaved runway	has sand	-1
unpaved runway	has uneven surface	-1
paved runway	long and narrow	-1
cargo manifest	digital or printed	-1
ocean liner	have cabins	-1
ocean liner	have pools	-1
cargo manifest	includes quantities	-1
cargo manifest	lists items	-1
ocean liner	have decks	-1
cargo manifest	describes contents	-1
cargo manifest	document	-1
port city	have docks	-1
port city	have warehouses	-1
petroleum pipeline	at risk of leaks	-1
government organization	make decisions	-1
cargo container	made of metal	-1
tugboat	have propellers	-1
tugboat	used for rescue	-1
commercial airport	have runways	-1
commercial airport	have terminals	-1
commercial airport	have check-in counters	-1
commercial airport	have duty-free shops	-1
ship agent	helps with customs	-1
commercial airport	have baggage claim	-1
long ton	equals to 2,000 pounds	-1
long ton	used in UK	-1
bill of lading	signed by receivers	-1
long ton	larger than short ton	-1
bill of lading	signed by carriers	-1
long ton	not equal to metric ton	-1
long ton	has historical context	-1
bulk cargo	uncontainerized	-1
bulk cargo	includes grains	-1
bulk cargo	includes minerals	-1
bulk cargo	includes ores	-1
bulk cargo	includes coal	-1
bill of lading	document	-1
personal watercraft	have propellers	-1
personal watercraft	made of fiberglass	-1
tugboat	made of steel	-1
personal watercraft	have handlebars	-1
petroleum pipeline	built with steel	-1
petroleum pipeline	underground	-1
road vehicle	have license plates	-1
etiologic agent	microorganism	-1
private railcar	have beds	-1
private railcar	have kitchens	-1
private railcar	have bathrooms	-1
animal powered vehicle	common in developing countries	-1
head end car	last car in train	-1
animal powered vehicle	common in ancient times	-1
animal powered vehicle	powered by animals	-1
ship hull	used for stability	-1
ship hull	made of steel	-1
electrified railway	faster than diesel	-1
electrified railway	common in europe	-1
electrified railway	common in japan	-1
ship hull	used for buoyancy	-1
ship hull	made of metal	-1
vehicle registration	has expiration dates	-1
vehicle registration	linked to vehicle details	-1
mass measure	units of tons	-1
vehicle registration	required for insurance	-1
vehicle registration	used for taxation	-1
vehicle registration	used for identification	-1
vehicle registration	linked to vehicle ownership	-1
vehicle registration	documented in databases	-1
hopper dredger	used for excavation	-1
etiologic agent	causes disease	-1
etiologic agent	virus	-1
pusher tug	has propellers	-1
etiologic agent	bacteria	-1
pusher tug	has barges	-1
port facility	have cranes	-1
port facility	have warehouses	-1
port facility	have docks	-1
port facility	have customs offices	-1
registry ton	equal to 2,000 pounds	-1
track gauge	measured in inches	-1
dual gauge railway	used in some regions	-1
commercial agent	acts as intermediary	-1
commercial agent	negotiates contracts	-1
commercial agent	represents clients	-1
commercial agent	acts on behalf	-1
commercial agent	has knowledge of market	-1
commercial agent	has expertise in industry	-1
commercial agent	builds relationships	-1
commercial agent	facilitates transactions	-1
track gauge	standardized globally	-1
etiologic agent	transmitted through vectors	-1
etiologic agent	parasite	-1
canal system	used for tourism	-1
canal system	located in Italy	-1
etiologic agent	fungus	-1
private railcar	luxurious	-1
electric motor	has coils	-1
electric motor	produces torque	-1
glider airplane	uses no engine	-1
emergency road vehicle	used for rescue	-1
taking off	requires control	-1
light truck	used for off-road	-1
light truck	made of steel	-1
light truck	have suspension	-1
light truck	have high ground clearance	-1
port embargo	economic sanction	-1
port embargo	restricts imports	-1
taking off	action of leaving ground	-1
port embargo	used as diplomatic tool	-1
port embargo	can cause shortages	-1
emergency road vehicle	have sirens	-1
land area	used for zoning	-1
electrical signalling	used in networks	-1
container ship	have cranes	-1
land area	used for real estate	-1
train station	have platforms	-1
watercraft	made of fiber	-1
train station	have ticket counters	-1
train station	have waiting rooms	-1
propeller airplane	has control panel	-1
