property 	 cluster_label
branch line 	 -1
portable 	 -1
plastic 	 -1
rechargeable 	 -1
occasional 	 -1
screen 	 -1
wireless 	 -1
receive and dispatch containers 	 -1
tractors 	 -1
forklifts 	 -1
containerized 	 -1
bulk 	 -1
gasoline 	 -1
fuels cars 	 -1
powers airplanes 	 -1
makes plastic 	 -1
heats homes 	 -1
flammable 	 -1
toxic 	 -1
corrosive 	 -1
petrochemical 	 -1
massive 	 -1
steel hull 	 -1
open waters 	 -1
harsh weather 	 -1
relatively fast 	 -1
powerful 	 -1
group of objects 	 -1
infinite 	 -1
difference 	 -1
mathematics 	 -1
data analysis 	 -1
superset 	 -1
equal 	 -1
anchoring 	 -1
floating 	 -1
buoy 	 -1
pier 	 -1
quay 	 -1
wharf 	 -1
mooring lines 	 -1
fenders 	 -1
tugboats 	 -1
issuing licenses 	 -1
planning 	 -1
building 	 -1
operating 	 -1
licensing regulations 	 -1
trailers 	 -1
manufacturing 	 -1
factory 	 -1
shipper 	 -1
carrier 	 -1
hatches 	 -1
litre 	 -1
gallon 	 -1
length cubed 	 -1
bathtub 	 -1
swimming pool 	 -1
non-powered 	 -1
wing-shaped 	 -1
lightweight 	 -1
no engine 	 -1
pilot-powered 	 -1
ailerons 	 -1
elevators 	 -1
rudder 	 -1
entertainment 	 -1
deliberate 	 -1
purposive 	 -1
motivation 	 -1
carriage 	 -1
iron 	 -1
conductor 	 -1
refrigerated 	 -1
cost-effective 	 -1
environmentally friendly 	 -1
weather dependent 	 -1
vulnerable to piracy 	 -1
maintaining order 	 -1
bureaucracy 	 -1
enforcement agencies 	 -1
legislative 	 -1
executive 	 -1
judicial 	 -1
standards 	 -1
compliance 	 -1
consumer protection 	 -1
ambulance 	 -1
paramedics 	 -1
direct traffic 	 -1
control traffic 	 -1
light-emitting device 	 -1
mounted on a pole 	 -1
highways 	 -1
electronic 	 -1
walking surface 	 -1
narrow 	 -1
curved 	 -1
ladders 	 -1
single-engine 	 -1
small plane 	 -1
agricultural 	 -1
open cockpit 	 -1
fixed landing gear 	 -1
small wingspan 	 -1
wwii 	 -1
post-war development 	 -1
low-cost 	 -1
canoe 	 -1
oar 	 -1
cabins 	 -1
engines 	 -1
life jackets 	 -1
hectare 	 -1
mountain range 	 -1
valley 	 -1
plateau 	 -1
desert 	 -1
deforestation 	 -1
agriculture 	 -1
residential 	 -1
fast response 	 -1
fire hoses 	 -1
lights and sirens 	 -1
trained professionals 	 -1
spaceport 	 -1
lifting off 	 -1
gaining altitude 	 -1
touching down 	 -1
excitement 	 -1
anticipation 	 -1
relief 	 -1
map 	 -1
compass 	 -1
finding way 	 -1
getting lost 	 -1
traveling 	 -1
turn-by-turn directions 	 -1
waypoint 	 -1
direction sense 	 -1
map reading 	 -1
route memory 	 -1
space 	 -1
roomy 	 -1
sliding doors 	 -1
captain's chairs 	 -1
storage compartments 	 -1
daily errands 	 -1
families 	 -1
soccer teams 	 -1
elderly people 	 -1
accommodation 	 -1
wardrobe 	 -1
bathroom 	 -1
shower 	 -1
toilet 	 -1
single room 	 -1
multi-room 	 -1
tv 	 -1
mini-bar 	 -1
coffee maker 	 -1
hull 	 -1
midship 	 -1
residence 	 -1
support services 	 -1
mid-sized 	 -1
sea-going 	 -1
accommodating personnel 	 -1
supports vehicle 	 -1
distributes weight 	 -1
rim 	 -1
tire 	 -1
hubcap 	 -1
spoke 	 -1
rubber 	 -1
round 	 -1
steering 	 -1
braking 	 -1
garage 	 -1
repair shop 	 -1
safely direct traffic 	 -1
roundabouts 	 -1
right-of-way 	 -1
no-left-turn 	 -1
construction zones 	 -1
convenience 	 -1
flights 	 -1
check-in 	 -1
flight attendants 	 -1
ground staff 	 -1
long-haul 	 -1
short-haul 	 -1
helicopter 	 -1
charted 	 -1
uncharted 	 -1
import 	 -1
large dock 	 -1
loading facility 	 -1
canals 	 -1
warehouses 	 -1
private company 	 -1
public-private partnership 	 -1
custom-made 	 -1
winches 	 -1
boxcar 	 -1
tank car 	 -1
flatcar 	 -1
gondola 	 -1
aluminum 	 -1
couplers 	 -1
brakes 	 -1
durable 	 -1
3-dimensional space 	 -1
measuring space 	 -1
furniture 	 -1
ft³ 	 -1
cu ft 	 -1
anchored 	 -1
fixed structure 	 -1
movable 	 -1
inspected 	 -1
maintained 	 -1
motorcycle 	 -1
human power 	 -1
sunroof 	 -1
mark hazards 	 -1
assist anchoring 	 -1
buoyant material 	 -1
spherical 	 -1
typically large 	 -1
provide visual warning 	 -1
mark location 	 -1
harbors 	 -1
open sea 	 -1
leak-proof 	 -1
leak-detection systems 	 -1
connects two areas 	 -1
spans a gap 	 -1
arched 	 -1
truss 	 -1
manual labor 	 -1
machine-built 	 -1
engineered 	 -1
repair work 	 -1
ground-based 	 -1
space-based 	 -1
transmitting signals 	 -1
ancient times 	 -1
officers 	 -1
engineers 	 -1
permission to operate 	 -1
to promote 	 -1
shipping goods within a country 	 -1
government permits 	 -1
creating jobs 	 -1
beacon 	 -1
lighthouse 	 -1
marking hazards 	 -1
flying 	 -1
navigating 	 -1
radioactive 	 -1
arch 	 -1
collapsible 	 -1
foldable 	 -1
easy to transport 	 -1
temporary road crossing 	 -1
event access 	 -1
irrigation 	 -1
drainage 	 -1
flood control 	 -1
bridges 	 -1
tunnels 	 -1
ancient 	 -1
laying underwater cables 	 -1
repairing damaged cables 	 -1
enabling communication 	 -1
supporting internet 	 -1
provide protection 	 -1
wait for bus 	 -1
simple structure 	 -1
roofed 	 -1
concrete 	 -1
lighting 	 -1
wait for public transportation 	 -1
provide information 	 -1
occasional repairs 	 -1
elevator 	 -1
catwalk 	 -1
locked doors 	 -1
tugs 	 -1
leading train 	 -1
wheels 	 -1
noisy 	 -1
loud siren 	 -1
fire hose 	 -1
tall 	 -1
freshwater 	 -1
trawler 	 -1
wooden 	 -1
catching fish 	 -1
combustion chamber 	 -1
nozzle 	 -1
fuel pump 	 -1
combustion 	 -1
electrical 	 -1
high thrust 	 -1
launchpad 	 -1
ground station 	 -1
below freezing 	 -1
insulation 	 -1
joining 	 -1
fastening 	 -1
glue 	 -1
nail 	 -1
taping 	 -1
paper 	 -1
fabric 	 -1
assemble 	 -1
hold together 	 -1
decorate 	 -1
requires skill 	 -1
workshop 	 -1
infrastructure 	 -1
worldwide 	 -1
europe 	 -1
north america 	 -1
wide adoption 	 -1
compatible with most trains 	 -1
petroleum-based 	 -1
combustible liquid 	 -1
fuels vehicles 	 -1
low volatility 	 -1
dark brown 	 -1
sulfurous 	 -1
in tanks 	 -1
under pressure 	 -1
from recycled materials 	 -1
collecting data 	 -1
sonar 	 -1
submarine 	 -1
laboratory 	 -1
sensors 	 -1
scientists 	 -1
researchers 	 -1
research station 	 -1
remove sediment 	 -1
construct coastal structures 	 -1
hopper 	 -1
to identify vehicle 	 -1
to track ownership 	 -1
in-person 	 -1
vehicle identification number 	 -1
biennial 	 -1
triennial 	 -1
late fees 	 -1
fine for non-compliance 	 -1
protection 	 -1
buoyancy 	 -1
monohull 	 -1
catamaran 	 -1
trimaran 	 -1
horse-drawn 	 -1
ox-drawn 	 -1
donkey-drawn 	 -1
axles 	 -1
harness 	 -1
medieval 	 -1
plowing fields 	 -1
chariot 	 -1
plow 	 -1
bacteria 	 -1
virus 	 -1
fungus 	 -1
parasite 	 -1
infection 	 -1
illness 	 -1
disorder 	 -1
airborne 	 -1
vector-borne 	 -1
waterborne 	 -1
fever 	 -1
cough 	 -1
diarrhea 	 -1
antibiotics 	 -1
vaccination 	 -1
medication 	 -1
surgery 	 -1
hygiene 	 -1
avoidance 	 -1
screening 	 -1
distance between rails 	 -1
inches 	 -1
standardization 	 -1
changed over time 	 -1
ton 	 -1
twenty tons 	 -1
hundred tons 	 -1
commodities 	 -1
economies of scale 	 -1
scooter 	 -1
heated seats 	 -1
infotainment system 	 -1
racing 	 -1
city street 	 -1
underground 	 -1
undersea 	 -1
revenue generation 	 -1
leakage 	 -1
accidents 	 -1
specifying quantities 	 -1
digital 	 -1
cargo description 	 -1
shipping date 	 -1
shippers 	 -1
hierarchy 	 -1
tax collection 	 -1
jet ski 	 -1
water sports 	 -1
handlebars 	 -1
description of goods 	 -1
consignee 	 -1
commercial transactions 	 -1
broker 	 -1
middleman 	 -1
representative 	 -1
negotiating 	 -1
chartering 	 -1
cargoes 	 -1
handling logistics 	 -1
handling baggage 	 -1
retail shops 	 -1
lounges 	 -1
united kingdom 	 -1
imperial system 	 -1
grains 	 -1
careful 	 -1
tow 	 -1
assisting larger boats 	 -1
salvage 	 -1
airfield 	 -1
airstrip 	 -1
dirt 	 -1
uneven 	 -1
muddy 	 -1
emergency landing 	 -1
small aircraft 	 -1
private use 	 -1
remote location 	 -1
developing country 	 -1
none 	 -1
uneven terrain 	 -1
dining options 	 -1
entertainment facilities 	 -1
moving through water 	 -1
powered by engines 	 -1
long history of use 	 -1
relatively slow 	 -1
job creator 	 -1
driver of growth 	 -1
source of revenue 	 -1
travel 	 -1
subway 	 -1
seaport 	 -1
intercity 	 -1
real-time 	 -1
tunnel 	 -1
assisting other vessels 	 -1
towing 	 -1
heavy-duty 	 -1
harbor maintenance 	 -1
two different gauges 	 -1
compatible trains 	 -1
shared track 	 -1
adjustable gauge 	 -1
different gauge sizes 	 -1
train compatibility 	 -1
australia 	 -1
india 	 -1
intermediary 	 -1
buying 	 -1
selling 	 -1
trading 	 -1
real estate 	 -1
representing 	 -1
trustworthy 	 -1
experienced 	 -1
knowledgeable 	 -1
buying and selling 	 -1
negotiating prices 	 -1
lock-based 	 -1
creates jobs 	 -1
developing 	 -1
conservation 	 -1
special events 	 -1
large windows 	 -1
comfortable seating 	 -1
high-end 	 -1
celebrities 	 -1
businessmen 	 -1
royalty 	 -1
car with controls 	 -1
controls panel 	 -1
larger than other cars 	 -1
to provide braking power 	 -1
overhead wires 	 -1
electrified tracks 	 -1
gram 	 -1
pound 	 -1
precise 	 -1
approximate 	 -1
everyday life 	 -1
convertible 	 -1
non-convertible 	 -1
measuring 	 -1
weighing 	 -1
asphalt 	 -1
sufficient for aircraft 	 -1
signs 	 -1
periodically resurfaced 	 -1
refined products 	 -1
critical 	 -1
rupture 	 -1
vulnerable 	 -1
timetable 	 -1
departure and arrival times 	 -1
helping travelers plan 	 -1
travel agent 	 -1
crossing water 	 -1
supports traffic 	 -1
has pillars 	 -1
has lanes 	 -1
aerospace 	 -1
exhaust gases 	 -1
high-speed airflow 	 -1
compressor 	 -1
powers aircraft 	 -1
high power-to-weight ratio 	 -1
polluting 	 -1
hunting whales 	 -1
processing whale products 	 -1
multiple masts 	 -1
historical 	 -1
cannons 	 -1
whale hunting 	 -1
arctic 	 -1
showing the way 	 -1
using a map 	 -1
asking for directions 	 -1
experienced person 	 -1
authoritative figure 	 -1
new place 	 -1
divides 	 -1
contains pressure 	 -1
separates spaces 	 -1
watertight 	 -1
fire-resistant 	 -1
reinforced 	 -1
built-in 	 -1
bolted-on 	 -1
welded-on 	 -1
heavy-lifting 	 -1
winch 	 -1
cable 	 -1
skilled operators 	 -1
shipyards 	 -1
analog 	 -1
wire 	 -1
fiber optic 	 -1
control 	 -1
internet signal 	 -1
route for ships 	 -1
buoys 	 -1
strait 	 -1
hinged 	 -1
verbal 	 -1
non-verbal 	 -1
informing 	 -1
warning 	 -1
directing 	 -1
pedestrian 	 -1
battlefield 	 -1
towering 	 -1
defend 	 -1
patrol 	 -1
missile 	 -1
torpedo 	 -1
warfare 	 -1
peacekeeping 	 -1
radio 	 -1
on-the-job training 	 -1
speeding 	 -1
reckless driving 	 -1
failure to yield 	 -1
during rush hour 	 -1
in a school zone 	 -1
at night 	 -1
fines 	 -1
court appearance 	 -1
community service 	 -1
tracking targets 	 -1
antennae 	 -1
processing unit 	 -1
software updates 	 -1
converts electrical energy 	 -1
ac 	 -1
stepper 	 -1
brushless 	 -1
coil 	 -1
magnet 	 -1
commutator 	 -1
home appliances 	 -1
wind turbines 	 -1
heavy rail 	 -1
larger track width 	 -1
more stable 	 -1
preserved for historical purposes 	 -1
lighting cigarettes 	 -1
flint and steel 	 -1
butane 	 -1
indoor 	 -1
zippo 	 -1
bic 	 -1
colibri 	 -1
refillable 	 -1
windproof 	 -1
forklift 	 -1
pallet jack 	 -1
conveyor belt 	 -1
stabilizer 	 -1
emergency stop 	 -1
advertising 	 -1
non-profit organization 	 -1
event location 	 -1
illuminates space 	 -1
chandelier 	 -1
sconce 	 -1
decorative 	 -1
practical 	 -1
ceiling 	 -1
solar 	 -1
wavy 	 -1
shallow 	 -1
boating 	 -1
reef 	 -1
processing fish 	 -1
fishermen 	 -1
captain 	 -1
to provide food 	 -1
connecting canals 	 -1
gates 	 -1
single lock 	 -1
double lock 	 -1
flight of locks 	 -1
subway station 	 -1
street corner 	 -1
inside airport 	 -1
provide transfer 	 -1
wheelchair accessible 	 -1
elevated 	 -1
taxi stand 	 -1
bicycle 	 -1
freeway 	 -1
vehicle inspection 	 -1
seatbelt 	 -1
airbag 	 -1
crash test 	 -1
air pollution 	 -1
noise pollution 	 -1
greenhouse gas emissions 	 -1
special care 	 -1
protective gear 	 -1
ventilation 	 -1
separate area 	 -1
ventilated space 	 -1
secure container 	 -1
special permits 	 -1
trained personnel 	 -1
engine room 	 -1
lower deck 	 -1
upper deck 	 -1
housing crew 	 -1
housing passengers 	 -1
ladder 	 -1
hoists 	 -1
pipes 	 -1
suburb 	 -1
ticket counter 	 -1
food court 	 -1
restrooms 	 -1
food vendors 	 -1
rest areas 	 -1
mississippi river delta 	 -1
port of rotterdam 	 -1
suez canal 	 -1
achieve efficiency 	 -1
hierarchical 	 -1
clear 	 -1
defined 	 -1
clearly assigned 	 -1
prioritized 	 -1
collaborative 	 -1
coordinated 	 -1
timely 	 -1
optimal 	 -1
big wheels 	 -1
large cab 	 -1
dual tires 	 -1
crane attachment 	 -1
indicating when to stop 	 -1
indicating when to go 	 -1
electricity powered 	 -1
automated 	 -1
government regulated 	 -1
high-speed rail 	 -1
low carbon footprint 	 -1
affordable 	 -1
expensive 	 -1
tie 	 -1
ballast 	 -1
loose 	 -1
stacked 	 -1
delicate 	 -1
kerosene 	 -1
complex repair 	 -1
holding a lot 	 -1
big load 	 -1
gantry crane 	 -1
moving objects vertically 	 -1
shipyard 	 -1
safety harness 	 -1
prototype 	 -1
experimental 	 -1
testing aerodynamics 	 -1
researching fuel efficiency 	 -1
data logging equipment 	 -1
customized engine 	 -1
research and development 	 -1
testing new technologies 	 -1
automobile 	 -1
four wheels 	 -1
sleek 	 -1
curvy 	 -1
driveway 	 -1
lane marking 	 -1
separation 	 -1
utility vehicle 	 -1
pickup truck 	 -1
hauling 	 -1
four-wheel drive 	 -1
lifted suspension 	 -1
large bed 	 -1
to exert pressure 	 -1
to impose sanctions 	 -1
to protect interests 	 -1
limiting trade 	 -1
blocking supplies 	 -1
cuba 	 -1
north korea 	 -1
coalition 	 -1
humanitarian crisis 	 -1
shipping containers 	 -1
average 	 -1
large containers 	 -1
heavy loads 	 -1
refrigerated cargo 	 -1
ticket counters 	 -1
timetables 	 -1
fare payment 	 -1
action potential 	 -1
ion channels 	 -1
neurotransmitters 	 -1
sensory 	 -1
cognitive 	 -1
nerve fibre 	 -1
synapse 	 -1
electrolyte solution 	 -1
port-based 	 -1
skilled 	 -1
multinational 	 -1
coordination between modes 	 -1
different infrastructure requirements 	 -1
transportation authorities 	 -1
supply chain management 	 -1
city center 	 -1
iconic 	 -1
sustainable 	 -1
deliver packages 	 -1
buses 	 -1
federal 	 -1
administrators 	 -1
giant 	 -1
steerage 	 -1
road network 	 -1
suburbs 	 -1
congested 	 -1
well-maintained 	 -1
operated by crew 	 -1
requires maintenance 	 -1
holds large amount of oil 	 -1
has cargo tanks 	 -1
reduce traffic 	 -1
publicly owned 	 -1
privately operated 	 -1
fixed route 	 -1
flexible route 	 -1
fixed schedule 	 -1
subsidized 	 -1
by-pass 	 -1
drilling rig 	 -1
finding oil 	 -1
government agency 	 -1
research institution 	 -1
extra long 	 -1
extra wide 	 -1
business use 	 -1
camping 	 -1
worksite 	 -1
ford 	 -1
chevrolet 	 -1
dodge 	 -1
mercedes-benz 	 -1
economic pressure 	 -1
minelaying 	 -1
seizing ships 	 -1
blockade of germany during world war i 	 -1
blockade of cuba during the cuban missile crisis 	 -1
considered an act of war 	 -1
cement 	 -1
heavy weight 	 -1
careful loading 	 -1
silos 	 -1
avoiding land routes 	 -1
well-marked for navigation 	 -1
environmentally sensitive 	 -1
two-wheeled 	 -1
moderate 	 -1
weekend rides 	 -1
commercial fishing 	 -1
trawling 	 -1
visible from distance 	 -1
safety of mariners 	 -1
organizing 	 -1
online platform 	 -1
printed brochure 	 -1
mobile app 	 -1
passengers 	 -1
oversight 	 -1
leadership 	 -1
productivity 	 -1
autocratic 	 -1
democratic 	 -1
participative 	 -1
sonic 	 -1
transcontinental 	 -1
wings 	 -1
cockpit 	 -1
carbon-based molecule 	 -1
non-metallic 	 -1
not containing hydrogen 	 -1
chain-like 	 -1
ring-like 	 -1
branching 	 -1
soluble 	 -1
insoluble 	 -1
non-volatile 	 -1
protein 	 -1
living organisms 	 -1
non-reactive 	 -1
colorless 	 -1
colored 	 -1
oxygen 	 -1
nitrogen 	 -1
argon 	 -1
carbon dioxide 	 -1
supports life 	 -1
absorbs solar radiation 	 -1
thick 	 -1
near earth 	 -1
crossroads 	 -1
roundabout 	 -1
distributing traffic 	 -1
sedan 	 -1
suv 	 -1
hatchback 	 -1
power windows 	 -1
number of seats 	 -1
visual observation 	 -1
pre-flight 	 -1
in-flight 	 -1
post-flight 	 -1
standard procedures 	 -1
preserving 	 -1
conserving 	 -1
asset 	 -1
safekeeping 	 -1
meteorologists 	 -1
allowing entry and exit 	 -1
on deck 	 -1
below deck 	 -1
emergency hatch 	 -1
standard hatch 	 -1
opening and closing 	 -1
locking and unlocking 	 -1
emergency release 	 -1
hinge 	 -1
official record 	 -1
updated regularly 	 -1
accurate records 	 -1
for navigation 	 -1
for customs 	 -1
for insurance 	 -1
online database 	 -1
gulf 	 -1
regulated by 	 -1
multi-story 	 -1
enclosed 	 -1
pay machines 	 -1
cameras 	 -1
security gates 	 -1
entrance 	 -1
exit 	 -1
aggressive 	 -1
high ground clearance 	 -1
all-wheel drive 	 -1
daily driving 	 -1
good suspension 	 -1
spacious interior 	 -1
adventurers 	 -1
property that depends on another property 	 -1
age depends on date of birth 	 -1
independent 	 -1
used in database design 	 -1
used in data modeling 	 -1
measurable 	 -1
handle international flights 	 -1
provide amenities 	 -1
runways 	 -1
immigration controls 	 -1
tsa screening 	 -1
near seaport 	 -1
soil 	 -1
carbon-based 	 -1
non-synthetic 	 -1
biodegradable 	 -1
self-replicating 	 -1
growing 	 -1
hauled by truck 	 -1
rigid 	 -1
coupling 	 -1
customizable 	 -1
tow vehicle 	 -1
penalty 	 -1
punishment 	 -1
compensation 	 -1
check 	 -1
online transfer 	 -1
tax 	 -1
gaming console 	 -1
process information 	 -1
entertain 	 -1
store data 	 -1
touchscreen 	 -1
voice 	 -1
provide regular route 	 -1
variable route 	 -1
store fuel 	 -1
provide energy 	 -1
under car 	 -1
in garage 	 -1
at gas station 	 -1
connected to engine 	 -1
connected to pump 	 -1
vented to prevent explosion 	 -1
secured to prevent leakage 	 -1
large size 	 -1
water cannon 	 -1
hose reels 	 -1
coast guard 	 -1
volunteer crew 	 -1
punish 	 -1
deter 	 -1
prohibits 	 -1
multilateral 	 -1
protecting vessels 	 -1
sheltered 	 -1
anchorage zone 	 -1
yachts 	 -1
gravel 	 -1
pedestrian path 	 -1
multi-lane 	 -1
neglected 	 -1
difficult 	 -1
hard to access 	 -1
only accessible to owner 	 -1
crucial 	 -1
vital 	 -1
meaningful 	 -1
confined 	 -1
intimate 	 -1
internal combustion 	 -1
chemical energy 	 -1
high torque 	 -1
low emissions 	 -1
pistons 	 -1
fuel injectors 	 -1
regular oil changes 	 -1
filter replacements 	 -1
invented by rudolf diesel 	 -1
shipping fees 	 -1
insurance claims 	 -1
headquarters 	 -1
lifeboats 	 -1
seasonal 	 -1
mid-range 	 -1
air-conditioned 	 -1
non-air-conditioned 	 -1
