facet_property	cluster_label
components: pipes	776
location: pipes	776
material: pipes	776
features: pipes	776
equipment: pipes	776
part of: vessel	776
location: pipe	776
definition: prohibition on ships	777
implementation: travel restrictions	777
definition: restriction on trade	777
implementation: banning exports	777
effects: restricted trade	777
definition: prevention of trade	777
form: prohibition	777
definition: restriction on the use of a port	777
definition: restriction of maritime traffic	777
definition: restriction on ships' movement	777
definition: international restriction	777
type: trade restriction	777
restriction: not international trade	777
restriction: limited to domestic shipping	777
definition: restriction on sea trade	777
examples: ban on certain goods	777
purpose: to prevent trade	777
purpose: to restrict trade	777
definition: prohibition on port activities	777
implementation: banning imports	777
nature: restriction on trade	777
definition: prohibition on trade	777
definition: trade restriction	777
nature: ban	777
definition: naval restriction	777
definition: act of restricting a country's access to sea ports	777
type: economic	778
type: economy	778
role: economical	778
types: economic	778
methods: economic	778
influences: economic	778
uses: economy	778
function: economic	778
roles: economic	778
purpose: economy	778
definition: economic	778
nature: economic	778
purpose: economic	778
context: economic	778
class: economy	778
roles: economical	778
resources: financial	779
types: financial	779
type: financial	779
types: personal finance	779
types of information: financial information	779
resource: financial	779
examples: un embargo on north korea	780
example: iran-us trade embargo	780
example: north korea-us trade embargo	780
example: russia-eu trade embargo	780
examples: iranian oil embargo	780
examples: north korea-us embargo	780
example: iran-us embargo	780
examples: iran-us embargo	780
examples: eu embargo on russia	780
example: north korea embargo	780
lifted by: diplomatic efforts	780
example: iran embargo	780
lifted by: international pressure	780
examples: russian embargo	780
examples: eu embargo on iran	780
examples: iran-us trade embargo	780
example: arms embargo on iran	780
examples: arab league embargo	780
examples: embargo on north korea	780
historical examples: arab league boycott	780
examples: embargo on iran	780
examples: north korea embargo	780
examples: iran embargo	780
example: oil embargo during arab-israeli war	780
example of: iran sanctions	780
purpose: to describe data	781
type: data	781
definition: data about an object	781
thing kept: data	781
input: data	781
object: data	781
function: blocks	781
outputs: data	781
data type: text	781
definition: data	781
category: data	781
inputs: data	781
definition: data stored in memory	781
type: simple	782
type: basic	782
definition: variable that is not directly observable	782
type: variable	782
category: variable	782
definition: variable	782
types: variable	782
scope: object	783
domain: object	783
scope: schema	783
scope: within a context	783
scope: within an object	783
scope: instance	783
scope: objects	783
scope: class	784
related concepts: class	784
related concepts: category	784
scope: class-level	784
scope: state	784
accessibility: private	785
accessibility: pedestrian	785
accessibility: bicycle	785
accessibility: public	785
accessibility: measurable	785
characteristics: accessible	785
accessibility: hidden	785
accessibility: visible	785
accessibility: protected	785
accessibility: near public transportation hub	785
accessibility: airport terminal	785
access: handicapped	785
accessibility: vehicle	785
access level: public	785
accessibility: nearby parking	785
accessibility: accessible by foot	785
accessibility: easy to access	785
accessibility: near public transportation	785
accessibility: offline	785
purpose: accessibility	785
focus areas: public accessibility	785
accessibility: restricted access	785
accessibility: accessible	785
accessibility: online	785
accessibility: mobile app	785
functions: job creation	786
roles: supporting industries	786
function: provide jobs	786
purpose: create jobs	786
scope: specific job	786
handled by: workers	786
function: providing jobs	786
purpose: job creation	786
functions: provide jobs	786
aspect: human resources	786
economic significance: jobs	786
purpose: workforce	786
definition: for hire	786
revenue streams: passenger	787
customers: millions of passengers	787
revenue source: passenger	787
revenue stream: passenger	787
business model: revenue from passenger	787
revenue model: passenger	787
traffic: passenger	787
revenue: passenger	787
types of goods carried: passengers	787
revenue source: passengers	787
technology: maglev	788
mode: monorail	788
type: monorail	788
features: monorail	788
type: maglev	788
uses: monorail	788
mode: cable car	788
type: funicular	788
types: monorail	788
used for: scenic train rides	788
placement: bottom	789
layout: horizontal	789
physical structure: pivoting	789
shape: floor-standing	789
type: horizontal	789
type: vertical	789
structure: axial	789
physical appearance: post	789
structure: wide	789
shape: floor standing	789
physical structure: vertical	789
type: horizontal and vertical	789
structure: horizontal	789
type: vertical and horizontal	789
physical structure: vertical post	789
physical appearance: vertical	789
crew: co-pilot	790
job description: pilot	790
responsibilities: aircraft pilots	790
determined by: pilot	790
people: pilot	790
roles: pilot	790
crew: pilot	790
pilot role: communication	790
related to: pilot	790
staff: pilot	790
pilot/crew: professional	790
responsibilities: pilot	790
roles: pilots	790
related to: pilots	790
crew role: pilot	790
people involved: co-pilot	790
workplace: aircraft	790
crew role: flight engineer	790
responsibility: pilot	790
involved parties: pilot	790
role: pilot	790
people involved: pilot	790
crew role: co-pilot	790
responsibilities: pilots	790
personnel: co-pilot	790
personnel: co-pilots	790
pilot role: command	790
job role: pilot	790
example: pilot	790
personnel: pilot	790
staff: co-pilot	790
responsibilities: flight crew	790
use: public events	791
used for: special events	791
located at: special events	791
use case: special events	791
use: special events	791
modern uses: eventing	791
available on: special occasions	791
use cases: special events	791
usage: special events	791
use cases: festival	791
usage: concerts	791
usage: special event	791
commonly found on: special events	791
environment: space	792
stage: space	792
definition: 3-dimensional space	792
medium: space	792
mode: space	792
function: container space	792
context: space	792
types: space	792
definition: total space	792
usage: space	792
location: space	792
type: space	792
associated with: space	792
contents: dimension	792
unit of measurement: space	792
located at: space	792
field: space	792
domains: space	792
found in: space	792
definition: space	792
used for: small loads	793
type: pallet jack	793
technology: docker	793
equipment: loading equipment	793
equipment: pallets	793
features: loading/unloading equipment	793
loading: secured to prevent shifting	793
equipment: stacking machines	793
used for: transporting containers	793
equipment: packing machines	793
used for: transporting equipment	793
features: loading equipment	793
features: railcar loading equipment	793
loading: covered	793
equipment: container handling equipment	793
handling equipment: loader	793
used for: loading and unloading	793
equipment: packing machinery	793
loading: open top	793
used for: loading	793
loading and unloading: conveyors	793
accessories: loading equipment	793
features: hatches for loading	793
equipment: loading machines	793
technology: microwave	794
technology: uses microwave radiation	794
type: microwave	794
technology: uses microwaves	794
uses: microwaves	794
technology: microwaves	794
medium: microwave	794
communication: voice communication	795
communication method: auditory	795
communication: auditory	795
methods: communication with pilots	795
signal: voice messages	795
communication: air traffic control voice protocol	795
communication: morse code	795
communication: audible	795
communication methods: intercom	795
communication: voice	795
communication methods: voice	795
type of agent: freight	796
operated by: freight operator	796
examples: freight forwarders	796
industry: freight forwarder	796
players: freight forwarders	796
practitioners: freight forwarders	796
operator: freight carrier	796
operated by: freight forwarder	796
type: freight forwarder	796
players involved: freight forwarders	796
operator: freight forwarder	796
industry: freight forwarders	796
definition: freight forwarder	796
example: air cargo	797
services offered: air cargo	797
examples: air freight and trucking combination	797
modes: air freight	797
services: air cargo	797
examples: air cargo and trucking	797
examples: air and sea freight	797
examples: air cargo and truck	797
service type: air freight	797
modes: air cargo	797
services: air freight	797
type: air freight	797
operations: cargo flights	797
types: air freight	797
types: air cargo	797
services offered: air freight	797
cargo types: revenue cargo	798
type of vessel: general cargo	798
types: revenue cargo	798
type: marine freight	798
generated by: shipping companies	798
types: sea freight	798
service type: sea freight	798
function: marine cargo	798
vessel: cargo	798
cargoes: water	798
definition: non-military shipping	798
usage: ocean freight	798
services: sea freight	798
type: ocean freight	798
types: ocean freight	798
transportation: ocean freight	798
type: sea freight	798
services offered: sea freight	798
types: sea cargo	798
definition: freight transported on the deck of a ship	798
type of ship: cargo	798
requirements: education	799
requirements: experience	799
driver needs: experience	799
training: experience	799
driver characteristics: experience	799
pilot requirements: experience	799
category: public	800
scope: public	800
usage: public	800
types: public	800
purpose: public use	800
mode: public	800
context: public	800
functionality: public	800
type: public	800
use: public	800
characteristics: open to all	800
characteristics: public	800
used for: repairing ship	801
function: repairing ships	801
purpose: repairing ships	801
used for: repairing aircraft	801
function: repairing oil rigs	801
function: ship repair	801
used for: repairing ships	801
used for: ship repair	801
function: for boat repair	801
used for: ship maintenance	801
use: repairing ships	801
usage: ship repair	801
uses: ship repair	801
function: repairing aircraft	801
usage: repairing ship	801
uses: repairing ships	801
time: fast	802
time: present	802
time: near future	802
time: imminently	802
time: immediately	802
time: in a few minutes	802
time: soon	802
meaning: coming	802
time: suddenly	802
time: now	802
time: later	802
time: in a minute	802
time: presently	802
time: minute	802
time: specific date	802
time: after a while	802
related concepts: orchestration	803
tools: container orchestration	803
related terms: orchestration	803
types: container orchestration	803
associated concepts: orchestration	803
function: cooling	804
method: cooling	804
function: keeps cool	804
function: keeping cool	804
function: freezing	804
output: cools	804
purpose: cooling	804
purpose: freezing	804
functionality: cool down	804
function: cools food	804
functionality: freezing	804
preparation: cool-down	804
storage conditions: cooling	804
functionality: cooling	804
characteristics: cooling	804
types: lubricants	805
examples: paint thinner	805
forms: lubricant	805
uses: producing lubricants	805
products: lubricants	805
maintenance requirements: lubrication	805
maintenance: lubrication	805
usage: lubricates machinery	805
use: used in lubricants	805
category: lubricant	805
uses: lubricates machinery	805
use: lubricating machinery	805
types: sealion	805
type: lubricant	805
uses: lubricates machines	805
usage: lubricates machines	805
operated by: mining company	806
operated by: mining corporations	806
operated by: mining companies	806
operated by: mining corporation	806
types of goods carried: packages	807
types of goods: packages	807
types of goods: parcels	807
cargo: packages	807
type of cargo: packages	807
types of cargo: packages	807
type: package	807
environment: workshop	808
location: warehouses	808
environment: warehouses	808
use: warehouse	808
type: warehouse	808
physical presence: warehouse	808
physical location: warehouse	808
facility: warehouse	808
work environment: warehouse	808
location: warehouse	808
storage location: oil refinery	808
locations: warehouse	808
features: warehouse	808
locations: warehouses	808
storage location: oil depot	808
destination: warehouse	808
used for: warehouse	808
usage: warehouse	808
physical location: workshop	808
place: warehouse	808
workplace: warehouse	808
location: distribution centers	808
scope: warehouse	808
location: distribution center	808
usage: in engineering	809
used in: engineering projects	809
used by: engineers	809
practical applications: used in engineering	809
commonly used in: engineering	809
used in: engineering	809
used for: engineering	809
pilot: skilled	810
pilot skill level: experienced	810
pilot skill level: beginner	810
pilot skill level: intermediate	810
pilot skill level: advanced	810
pilot requirements: knowledge of aerodynamics	810
pilot skill level: requires training	810
pilot skill level: requires some training	810
pilot skill level: low to moderate difficulty	810
pilot skill level: requires expertise	810
pilot: trained	810
pilot: experienced	810
pilot skill: important	810
pilot skill: requires practice	810
operation: pilot skill required	810
pilot requirements: good wind knowledge	810
pilot/crew: experienced	810
pilot/crew: trained	810
pilot requirements: experienced	810
training: controllers trained	810
pilot skill: requires expertise	810
pilot skill: dependent on wind conditions	810
pilot: requires license	810
pilot skill level: low	810
pilot skill level: medium	810
pilot skill level: high	810
training required: aircraft operators	810
opposite: unintentional process	811
avoidance: being attentive	811
type: selective	811
purpose: deliberate	811
technique: incorrect	811
planned action: premeditated	811
types: selective	811
reputation: bad	811
features: cannibalizing	811
characteristics: deliberate	811
characteristics: intentional	811
nature: deliberate	811
cause: rash decision	811
type: deliberate	811
characteristics: systematic	811
characteristics: planned	812
purpose: planned	812
type: planned	812
circumstance: planned	812
planned: thought out	812
route planning: unplanned	812
type: planned action	812
planned: decided	812
execution: planned	812
features: planned	812
steps: testing	813
usage: testing	813
development: testing and validation	813
usage: testing and evaluation	813
used for: testing	813
purpose: testing	813
use: testing	813
measurement: testing	813
development: testing	813
testing process: static testing	813
testing process: environmental testing	813
testing process: dynamic testing	813
methods: testing	813
function: testing	813
detection methods: experimentation	813
location: online platform	814
environment: online	814
context: online	814
location: mobile	814
location: database	814
location: online database	814
location: handheld	814
location: online	814
location: online portal	814
destination: computer	814
location: server	814
functionality: simple	815
categorization criteria: functionality	815
features: specific purpose	815
design: functionality	815
purpose: functionality	815
purpose: provide supplies	816
applications: domestic supply chain	816
purpose: providing supplies	816
function: providing supplies	816
function: provides supplies	816
function: provide supplies	816
contents: supplies	816
definition: route taken by an airplane	817
definition: path for navigation	817
nature: flight path	817
definition: path followed by an aircraft	817
physical path: flight path	817
definition: path followed by an airplane	817
type: flight path	817
definition: route taken by a flight	817
types: temporary	818
types: permanent	818
function: temporary	818
type: temporary	818
type: permanent	818
characteristics: permanent	818
characteristics: long-lasting	818
characteristics: temporary	818
result: temporary	818
frequent route: coastal	819
route: seaport	819
route: sea	819
route: inland	819
routes: ocean	819
land connection: coastal	819
routes: inland	819
used in: coast	819
route: coast	819
route: lake	819
route: oceanic	819
routes: coastal	819
route: coastal	819
routes: oceanic	819
route: ocean	819
routes: lake	819
type: inland	819
destination: storage facility	820
uses: storing supplies	820
method: keeping in store	820
storage location: gas station	820
function: store items	820
usage: storing perishable items	820
function: storing goods	820
responsibilities: storing goods	820
uses: storing perishable items	820
capacity: storing goods	820
purpose: to store	820
purpose: storing inventory	820
uses: storing goods	820
function: storing perishable items	820
purpose: storing cars	820
purpose: store items	820
used for: storing inventory	820
storage: port	820
function: storing supplies	820
used for: storing goods	820
function: storage of goods	820
purpose: storing goods	820
storage location: port	820
purpose: storing perishable items	820
purpose: store supplies	820
used for: pushing	821
function: pushing	821
purpose: pushing	821
function: push	821
function: pushes	821
functionality: pushing	821
weather: muddy	822
condition: wet	822
type: wet	822
characteristics: wet	822
conditions: wet	822
types: wet	822
condition: muddy	822
function: emitting sound	823
function: emit sound	823
functionality: emits sound	823
methods: amplification	823
related to: volume measure	823
functionality: emitting sounds	823
function: radiating sound	823
functionality: emitting sound	823
features: microphone	823
features: guidance systems	824
purpose: guiding aircraft	824
function: guiding planes	824
used for: approach guidance	824
purpose: air navigation	824
function: guides aircraft	824
function: aircraft guidance	824
methods: radar guidance	824
function: guide aircraft	824
purpose: safely guide aircraft	824
function: guiding aircraft	824
function: aircraft navigation	825
features: navigation systems	825
used for: aircraft navigation	825
types: electronic navigation	825
equipment: navigation systems	825
used for: ground navigation	825
device: car navigation	825
equipment: navigation system	825
used for: automotive navigation	825
used in: aircraft navigation	825
used for: land vehicle navigation	825
uses: automotive navigation	825
uses: aircraft navigation	825
equipment: aviation navigation	825
function: providing navigation data	825
used for: ground vehicle navigation	825
use: aircraft navigation	825
used for: pilot navigation	825
usage: aircraft navigation	825
application: aircraft navigation	825
features: advanced navigation	825
used for: aerial navigation	825
applications: land navigation	825
features: navigation system	825
responsibilities: aircraft navigation	825
used for: air navigation	825
used for: vehicle navigation	825
applications: air navigation	825
function: making money	826
purpose: meet demand	826
business model: generating revenue	826
economy: generates revenue	826
economic significance: generates revenue	826
used for: generating income	826
impact on economy: generate significant revenue	826
purpose: to generate revenue	826
role in economy: generate revenue	826
economic importance: generates revenue	826
goals: generating revenue	826
functions: generate revenue	826
role: generating revenue	826
purpose: economic gain	826
purpose: generating revenue	826
purpose: impose costs	826
purpose: make money	826
business model: generate revenue	826
function: generating revenue	826
purpose: making profit	826
purpose: generating income	826
employees: civil engineers	827
employees: engineers	827
operators: scientists	827
employment: engineers	827
personnel: specialists	827
workers: engineers	827
operators: engineers	827
staff: scientists	827
staff: engineers	827
people: engineers	827
personnel: engineers	827
employees: train engineers	827
operation: global	828
operations: global	828
scope: global operations	828
operation: globally	828
operations: operate globally	828
operations: regional	828
operation: around world	828
operations: worldwide	828
operation: operating globally	828
operation: international	828
operations: high-capacity	828
operations: international	828
types: domestic	829
definition: domestic	829
type: domestic	829
destination: domestic	829
usage: domestic	829
scope: domestic	829
category: domestic	829
operational scope: domestic	829
categorization: domestic	829
functionality: indicating position	830
information provided: position	830
function: indication of position	830
functionality: providing position	830
characteristics: fixed position	830
function: standing	830
capacity: standing	830
structure: chairperson	830
position: at the start	830
location: leading position	830
purpose: showing position	830
function: providing position	830
function: marks position	830
visibility: bright	831
visibility: protected	831
characteristics: line-of-sight	831
visibility: private	831
visibility: public	831
visibility: distinct	831
visibility: dull	831
visibility: brightly lit	831
visibility: observable	831
design consideration: visibility	831
features: visibility	831
visibility: limited	831
visibility: electronic	831
visibility: clear view	831
visibility: important for safety	831
visibility: invisible	831
visibility: visible	831
physical demands: visibility	831
visibility: overlooking runway	831
visibility: clearly visible	831
function: visibility	831
physical attributes: visibility	831
challenges: limited visibility	831
visibility: hidden	831
location: air space	832
airspace: en route area	832
location: nearby airspace	832
location: in the air	832
airspace: terminal area	832
airspace: approach area	832
location: in air	832
location: air	832
control areas: airspace	832
location: airborne	832
settings: airspace	832
location: airspace	832
purpose: convenience	833
function: provide convenience	833
features: convenience	833
purpose: providing convenience	833
function: convenience	833
convenience: convenient	833
function: protection from damage	834
function: providing protection	834
functions: safeguarding	834
function: provides protection	834
used for: protecting	834
function: protect	834
function: protecting	834
functionality: to block fire	834
functionality: protects	834
purpose: provides protection	834
purpose: providing protection	834
function: provide protection	834
purpose: provide protection	834
method: shielding	834
functionality: protection	834
features: freezer storage	835
usage: storing groceries	835
functionality: storing food	835
common uses: storing food	835
usage: stores food	835
function: stores food	835
usage: storing food	835
purpose: storing food	835
common use: storing food	835
usage: storing perishable food	835
purpose: preserving food	835
function: preserving food	835
used for: storing food	835
methods: using screws	836
construction: manual	836
method: screwing	836
method: with screw	836
method: with screws	836
construction method: assembling	836
method: by screw	836
method: using screws	836
fields: crafting	837
domains: crafting	837
application: crafting	837
field: crafting	837
context: crafting	837
application: in crafting	837
usage: powering vehicles	838
history: invented by rudolf diesel	838
usage: powering engines	838
use: powering diesel engines	838
properties: used in diesel engines	838
usage: powering diesel engines	838
usage: powering airplanes	838
uses: powering diesel engines	838
movement: diesel	838
purpose: power vehicle	838
used in: diesel engines	838
used for: powering diesel engines	838
uses: powering vehicles	838
used for: powering trucks	838
used for: powering vehicles	838
characteristics: low volatility	839
physical properties: low volatility	839
characteristics: fair and reasonable prices	839
properties: low volatility	839
used for: creating new land	840
process: clearing obstacles	840
used for: land reclamation	840
used for: reclaiming land	840
function: reclaiming land	840
usage: reclamation	840
function: reclaim land	840
used for: reclamation	840
function: constructing land	840
usage: beach reclamation	840
design: large hopper	841
design: open hopper	841
features: hopper holds	841
container type: hopper car	841
features: large hopper	841
features: hopper	841
structure: hopper-shaped storage	841
design: large capacity hopper	841
structure: hopper car	841
expiration: annual	842
expiration: triennial	842
expiration date: biennial	842
contains: expiration date	842
expiration date: annual	842
periodicity: annual renewal	842
expiration: permanently	842
expiration: biennial	842
duration: biennial	842
expiration: triennially	842
expiration: biennially	842
expiration: monthly	842
expiration: annually	842
features: expiration date	842
contents: expiration date	842
content: owner's name	843
content: owner	843
content: operator	843
content: builder	843
content: ownership details	843
content: owner's details	843
content: ownership information	843
content: owner name	843
content: availability	843
content: owner information	843
content: registry details	843
used for: issuing certificates	844
methods of issuance: online	844
methods of issuance: offline	844
issuance: local dmv	844
access: writable	844
methods of issuance: mobile app	844
components: bridle	845
parts: reins	845
features: saddle	845
features: horse or animal harness	845
parts: hooves	845
components: reins	845
parts: saddle	845
associated with: horseback riding	845
design: saddle	845
features: reins	845
used by: rider	845
components: saddle	845
design: reins	845
features: bridle	845
notation: metric	846
origin: metric system	846
related to: metric system	846
originated from: metric system	846
features: metric markings	846
standardization: metric system	846
type: metric	846
standard: metric	846
system: metric	846
category: metric system	846
scale: metric	846
types: bulk	847
type: bulk	847
properties: bulk	847
characteristics: bulk	847
scale: bulk	847
type: dry bulk	847
types: dry bulk	847
mode: bulk	847
design: bulk	847
capacity: bulk	847
size: bulk	847
contents: weight of goods	847
environmental impact: leakage	848
risk: spills	848
safety concerns: leakage	848
environmental impact: leaks	848
safety concerns: spills	848
risk: leaks	848
risk: leakage	848
safety concerns: potential leaks	848
safety concerns: leaks	848
risks: leaks	848
safety concerns: flammability	848
challenges: dust	848
risks: leakage	848
risk: misplacement	848
security concerns: leakage	848
attributes: date-stamped	849
content: dates	849
example: date of birth	849
attributes: date	849
type: date	849
contents: dates	849
search criteria: date range	849
example: order date	849
types of information: year built	849
information required: year	849
information included: dates	849
contents: date	849
format of data: date	849
content: date	849
preparation: booking	850
services: booking	850
process: booking	850
purpose: booking	850
used for: booking	850
responsibilities: booking	850
features: booking	850
services: online booking	850
functions: booking	850
source: online booking website	850
booking method: counter	850
tasks: booking space	850
usage: booking	850
purpose: aid in booking	850
functions: booking space	850
booking method: phone	850
function: booking	850
tasks: booking	850
purpose: book tickets	850
job_title: representative	851
role: representing	851
job: represent	851
job: representative	851
profession: representative	851
roles: representative	851
authority level: international	851
scope: global citizens	851
person: attendee	851
function: representative	851
role: representative	851
actors' roles: legislators	851
role: advocating	851
purpose: representing citizens	851
definition: representative	851
services: lounge access	852
facilities: lounges	852
located at: hotel	852
services: lounges	852
services: business lounge	852
features: lounges	852
services: airport lounge	852
transportation method: truck	853
transportation: semi-trailer	853
transportation: trucks	853
transportation: large truck	853
function: supplies vehicle	853
types of transportation: truck	853
vehicle involved: truck	853
usage: truck	853
transportability: can be towed	853
vehicles: truck	853
mode of transport: trucks	853
transportation mode: truck	853
transportation: truck	853
transportation method: trucks	853
operating method: truck	853
types: road carrier	853
transportation: by truck	853
mode of transportation: truck	853
usage: gasoline transportation	853
mode of transport: truck	853
commonly found in: farms	854
destination: farm	854
origin: farms	854
primary user: farmer	854
origin: farm	854
popular among: farmers	854
origin: farmed	854
commonly found in: farm	854
location: farm	854
operational environment: farm	854
located at: farm	854
operated by: farm	854
origin: agricultural areas	854
origin: agricultural	854
origin: agricultural regions	854
weather resistance: windproof	855
features: weather-resistant	855
functionality: weatherproof	855
features: weather-resistant design	855
operational conditions: weather resistant	855
features: weatherproof	855
features: windproof	855
environmental consideration: weather-resistant	855
design: weather-resistant	855
function: withstanding weather	855
operation: weather-resistant	855
condition: weather-resistant	855
characteristics: weather-resistant	855
weather resistance: sunproof	855
characteristics: protected from weather	855
purpose: withstanding weather	855
maintenance: weather-resistant	855
function: withstand weather	855
functionality: withstand weather	855
location: freight yard	856
locations: freight corridors	856
location: railroad yard	856
location: railyard	856
type: rail yard	856
examples: intermodal rail yards	856
location: train yard	856
location: container yard	856
location: depot	856
location: railyards	856
locations: railyard	856
found in: freight station	856
facilities: freight yard	856
found in: freight terminal	856
location: rail yard	856
location: freight station	856
features: holds many railcars	856
location: railway yard	856
functionality: improved safety	857
safety: high	857
safety: critical	857
safety: unreliable	857
safety: medium	857
safety: accident rate	857
safety features: safety ratings	857
impact: safety	857
safety: important for economy	857
safety: low	857
safety: strong	857
safety: controlled	857
safety: electrical safety	857
safety: reliable	857
impact: increased safety	857
safety: variable	857
safety: dependent on weather	857
design consideration: safety	857
safety features: crash test rating	857
design considerations: safety	857
safety: unpredictable	857
safety: watertight integrity	857
safety: monitored by sensors	857
range: transatlantic	858
used for: transatlantic travel	858
routes: crossing oceans	858
history: transatlantic crossings	858
routes: port to port	858
type: transoceanic	858
route: transatlantic	858
history: used for transatlantic travel	858
routes: transatlantic	858
type: transatlantic	858
economic significance: major revenue source	859
economic importance: local economy booster	859
economic importance: supports local economy	859
economy: major source of income	859
purpose: supporting industry	859
economic significance: local development	859
economy: supports local businesses	859
economic significance: local revenue source	859
economic importance: local commerce	859
economic importance: local economy	859
economic importance: supports industry	859
economic importance: employs workforce	859
economical importance: food supply	859
economy: important for local economy	859
economic significance: local economy	859
economic significance: source of revenue	859
example: singapore	860
example: hong kong	860
examples: hong kong	860
examples: singapore	860
function: rescuing vessels	861
used for: rescuing boats	861
purpose: assisting vessels	861
function: assisting vessels	861
purpose: assist mariners	861
function: assisting larger vessels	861
used for: assisting larger boats	861
purpose: assisting other vessels	861
usage: assisting ships	861
function: assisting ships	861
used for: rescuing vessels	861
used for: assisting larger ships	861
used for: assisting ships	861
purpose: assisting larger vessels	861
operator: marine engineer	861
used for: assisting larger vessels	861
usage: marine engineering	861
practices: freight forwarding	862
handling: transshipment	862
activity: transshipment	862
function: transshipping	862
operations: shipping routes	862
operations: shipping	862
activities: transshipment	862
operations: transshipping	862
purpose: transshipment	862
operations: transshipment	862
functions: transshipment	862
function: transshipment	862
definition: shared track	863
design: shared track	863
features: shared track	863
characteristics: shared tracks	863
features: swapping rails	863
features: cars connected	863
characteristics: shared track	863
function: separate tracks	863
roles: managing risk	864
responsibilities: processing transactions	864
common tasks: issuing bills	864
responsibilities: issuing bills	864
responsibilities: handling transactions	864
tasks: issuing bills	864
function: processing paperwork	864
responsibilities: handling paperwork	864
responsibilities: overseeing transactions	864
responsibilities: transaction management	864
roles: facilitating transactions	864
responsibilities: mediating transactions	864
responsibilities: handling claims	864
responsibilities: processing documents	864
responsibilities: manages transactions	864
responsibilities: handle transactions	864
functions: managing transactions	864
responsibilities: facilitating transactions	864
used for: claims processing	864
attached to: track	865
control: tracks	865
component: tracks	865
features: tracks	865
component: track	865
structure: tracks	865
construction: tracks	865
structure: track	865
design feature: tracks	865
assets: tracks	865
physical structure: tracks	865
system: track	865
design: tracks	865
components: tracks	865
physical characteristics: tracks	865
characteristics: tracks	865
equipment: tracks	865
found in: track	865
function: track	865
associated with: tracks	865
transportation method: electric	866
mode of transport: electric	866
transportation mode: electric	866
mode of transport: electricity powered	866
transportation: electric	866
mode of transportation: electric	866
transportation: environmentally friendly	866
mode of transportation: fast	866
purpose: energy transportation	866
mode of transportation: electricity powered	866
mode of transportation: fastest	866
transportation: eco-friendly	866
range: thousands of miles	867
range: national	867
range: large	867
ranges: narrow	867
range: extensive	867
ranges: broad	867
range: variable	867
range: global	867
range: far	867
range: very large	867
scope: large	867
availability: offline	868
provider: online	868
available at: online	868
availability: online	868
access: publicly available	868
access: online	868
location of issuance: online	868
revenue model: subscription-based	868
characteristic: publicly available	868
method: online	868
characteristics: publicly available	868
mode: online	868
format: online	868
access: free	868
located at: online	868
scale: online	868
access: monthly subscription	868
access: available online	868
purpose: allow train crossing	869
function: crossing	869
function: allow crossing	869
purpose: serving as a crossing	869
function: allows crossing	869
features: crossings	869
function: serves as a crossing	869
location: bridge	869
functionality: allows crossing	869
functionality: allowing crossing	869
usage: crossing a gap	869
type: crossing	869
functionality: allowing people to cross	869
functionality: crossing	869
purpose: allowing crossing	869
function: allowing river crossing	869
purpose: aiding crossing	869
functionality: providing crossing	869
features: boarding bridge	869
location: crossing	869
function: facilitating crossing	869
location: on bridge	869
structure: hard	870
examples: rock	870
construction material: stone	870
materials: stone	870
material: stone	870
materials used: stone	870
origin: quarries	870
types: rock	870
type: cable-stayed	871
features: cable-stayed	871
mechanism: using cables	871
characteristics: has couplers	871
construction: suspended	871
design: cable-stayed	871
structure: cable-stayed	871
developed by: military	872
used by: marine corps	872
development: first used in world war ii	872
used by: special forces	872
use in: military	872
applications: military use	872
usage: for military	872
used in: military applications	872
history: first used in world war ii	872
primary user: military	872
usage: military	872
applications: military	872
used by: military	872
application: military use	872
used in: military	872
used for: military missions	872
main use: military	872
use: military	872
functionality: military	872
associated with: military operations	872
used by: army	872
used in: military equipment	872
uses: military applications	872
application: military	872
used for: military applications	872
applications: military equipment	872
developed by: military organizations	872
used for: military purposes	872
used for: military use	872
uses: military	872
characteristics: complex operations	873
characteristic: complex design	873
characteristic: complexity	873
design aspect: complex	873
development: complex design	873
design: complex	873
complexity: simple	873
characteristics: coordinated	873
challenges: complexity	873
design: powerful	873
characteristics: complex design	873
characteristics: complexity	873
features: complex design	873
challenge: complex design	873
operator: whale hunter	874
function: whaling	874
function: whale hunting	874
purpose: whale catching	874
function: hunting whales	874
function: harvesting whales	874
activities: whale hunting	874
features: harpooning	874
purpose: hunting whales	874
function: hunt whales	874
purpose: whale hunting	874
activities: whaling	874
activities: hunting whales	874
purpose: whaling	874
areas: business	875
fields of application: business	875
field: business	875
profession: trading	875
industry: business services	875
job: business development	875
class: business	875
occupation: business	875
fields: business	875
types: business management	875
goal: overcoming a challenge	876
outcomes: successful navigation	876
challenges: overcoming obstacles	876
challenges: overcoming procrastination	876
goals: overcoming obstacles	876
result: finding the way	876
challenges: getting lost	876
goal: overcoming obstacles	876
purpose: overcoming obstacle	876
challenges: finding way in unfamiliar terrain	876
result: reaching new distance	876
outcome: successful journey	876
purpose: overcoming obstacles	876
role: teacher	877
source: person	877
provider: mentor	877
source: teacher	877
provider: teacher	877
provider: mentors	877
provider: teachers	877
responsibility: mentor	877
source: mentor	877
person: teacher	877
person: mentor	877
source: guru	877
role: mentor	877
fields: coaching	878
field: coaching	878
provider: coach	878
person: coach	878
source: coach	878
component: coach	878
role: coach	878
equipment: maps	879
equipment: map	879
tools: maps	879
tool: map	879
system: map system	879
physical appearance: map	879
